Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,SEN5,TCPU,x86_pk,SEN2,SEN4,INT340,TCPU_P,acpitz,SEN3,CPU,Freq
20:52:06,17.9,0.1,19.3,61.4,1.3,2,131715,17411,48.44,42.05,50.05,65.00,38.05,39.05,20.00,65.00,50.00,42.05,1.21,GHz
20:52:07,6.3,0.4,1.6,91.4,0.3,2,11246,5785,39.65,42.05,61.05,72.00,38.05,39.05,20.00,72.00,61.00,42.05,1.51,GHz
20:52:08,2.0,0.0,1.1,96.6,0.3,1,4163,2948,26.72,42.05,66.05,43.00,38.05,39.05,20.00,43.00,66.00,42.05,0.52,GHz
20:52:09,1.6,0.2,0.8,97.1,0.3,2,18456,5034,26.72,42.05,45.05,61.00,38.05,39.05,20.00,61.00,45.00,42.05,1.40,GHz
20:52:10,11.5,0.0,8.7,79.4,0.4,16,533183,17415,33.78,42.05,55.05,53.00,38.05,39.05,20.00,53.00,55.00,42.05,2.98,GHz
20:52:11,16.1,0.1,5.0,78.2,0.6,1,137167,27493,29.17,42.05,52.05,42.00,38.05,39.05,20.00,42.00,52.00,42.05,1.37,GHz
20:52:12,3.0,0.0,0.9,95.4,0.6,3,14996,6805,29.17,42.05,43.05,42.00,39.05,39.05,20.00,42.00,43.00,42.05,1.62,GHz
20:52:13,2.8,0.1,1.1,95.7,0.3,1,14966,6717,24.35,42.05,42.05,41.00,39.05,39.05,20.00,41.00,42.00,42.05,1.16,GHz
20:52:14,3.9,0.0,1.1,94.7,0.3,1,26032,8603,24.00,42.05,43.05,42.00,39.05,39.05,20.00,42.00,43.00,42.05,0.89,GHz
20:52:15,3.0,0.1,0.8,95.9,0.3,2,15013,6273,24.31,42.05,42.05,42.00,39.05,39.05,20.00,42.00,42.00,42.05,1.01,GHz
20:52:16,3.0,0.0,0.9,95.8,0.4,1,15706,6575,24.31,42.05,42.05,42.00,39.05,39.05,20.00,42.00,42.00,42.05,1.12,GHz
20:52:17,3.1,0.1,0.9,95.6,0.3,1,15776,6752,24.54,42.05,43.05,42.00,39.05,39.05,20.00,42.00,43.00,42.05,0.91,GHz
20:52:18,3.0,0.0,0.9,95.8,0.3,1,15134,6201,24.45,42.05,43.05,42.00,39.05,39.05,20.00,42.00,43.00,42.05,1.04,GHz
20:52:19,3.4,0.0,0.9,95.3,0.4,2,15536,6769,23.91,42.05,43.05,42.00,39.05,39.05,20.00,42.00,43.00,42.05,1.00,GHz
20:52:20,2.9,0.1,0.9,95.8,0.4,1,15889,6811,24.33,42.05,43.05,43.00,39.05,39.05,20.00,43.00,43.00,42.05,1.54,GHz
20:52:21,3.1,0.0,1.0,95.5,0.3,1,17247,7492,24.33,42.05,43.05,44.00,39.05,39.05,20.00,44.00,43.00,42.05,1.06,GHz
20:52:22,4.3,0.1,1.0,94.2,0.4,2,18211,7965,24.61,42.05,43.05,47.00,39.05,39.05,20.00,47.00,43.00,42.05,1.46,GHz
20:52:23,5.2,0.0,1.1,93.3,0.4,1,20215,9041,26.89,42.05,43.05,43.00,39.05,39.05,20.00,43.00,43.00,42.05,1.66,GHz
20:52:24,5.1,0.1,1.3,93.1,0.4,9,20252,8667,26.61,42.05,43.05,44.00,39.05,39.05,20.00,44.00,43.00,42.05,1.87,GHz
20:52:25,5.6,0.0,1.2,92.8,0.4,1,20566,8997,27.26,42.05,44.05,44.00,39.05,39.05,20.00,44.00,44.00,42.05,1.47,GHz
20:52:26,5.5,0.1,1.2,92.9,0.4,1,20652,8896,27.26,42.05,44.05,43.00,40.05,39.05,20.00,43.00,44.00,42.05,1.33,GHz
20:52:27,5.6,0.0,1.2,92.9,0.3,6,20377,8909,27.01,42.05,44.05,44.00,40.05,39.05,20.00,44.00,44.00,42.05,1.90,GHz
20:52:28,5.6,0.0,1.1,93.0,0.3,2,20337,8921,27.05,42.05,44.05,43.00,40.05,39.05,20.00,43.00,44.00,42.05,1.67,GHz
20:52:29,5.1,0.1,1.2,93.3,0.4,2,20161,8768,27.05,42.05,44.05,43.00,40.05,39.05,20.00,43.00,44.00,42.05,1.53,GHz
20:52:30,4.9,0.0,1.1,93.6,0.4,1,19342,8331,27.05,42.05,44.05,44.00,40.05,39.05,20.00,44.00,44.00,42.05,1.13,GHz
20:52:31,5.1,0.1,1.1,93.4,0.3,2,19914,8503,25.77,42.05,44.05,44.00,40.05,39.05,20.00,44.00,44.00,42.05,1.52,GHz
20:52:32,4.5,0.0,0.9,94.2,0.4,1,19180,8117,25.77,42.05,44.05,44.00,40.05,39.05,20.00,44.00,44.00,42.05,1.90,GHz
20:52:33,5.1,0.1,1.1,93.3,0.4,1,18900,8048,25.26,42.05,44.05,43.00,40.05,39.05,20.00,43.00,44.00,42.05,1.33,GHz
20:52:34,4.7,0.0,1.1,93.9,0.3,3,19252,8363,26.02,42.05,44.05,44.00,40.05,39.05,20.00,44.00,44.00,42.05,2.07,GHz
20:52:35,5.4,0.1,1.1,93.0,0.4,2,20093,8623,26.16,42.05,44.05,44.00,40.05,39.05,20.00,44.00,44.00,42.05,1.71,GHz
20:52:36,5.2,0.4,1.3,92.7,0.4,1,21242,9080,26.16,42.05,44.05,44.00,40.05,39.05,20.00,44.00,44.00,42.05,2.26,GHz
20:52:37,5.0,0.1,1.3,93.2,0.4,2,21111,9075,26.90,42.05,44.05,43.00,40.05,39.05,20.00,43.00,44.00,42.05,1.37,GHz
20:52:38,5.2,0.0,1.1,93.3,0.4,1,20760,9162,26.90,42.05,44.05,44.00,40.05,39.05,20.00,44.00,44.00,42.05,1.23,GHz
20:52:39,5.0,0.1,1.1,93.5,0.4,1,19980,8633,26.91,42.05,44.05,44.00,40.05,39.05,20.00,45.00,44.00,42.05,1.46,GHz
20:52:40,5.4,0.0,0.9,93.3,0.4,1,20507,8708,27.29,42.05,44.05,45.00,40.05,39.05,20.00,45.00,44.00,42.05,1.62,GHz
20:52:41,5.1,0.1,1.1,93.3,0.4,1,20083,8842,26.99,42.05,44.05,44.00,40.05,39.05,20.00,44.00,44.00,42.05,1.29,GHz
20:52:42,5.3,0.0,1.0,93.2,0.4,1,19717,8636,26.52,42.05,44.05,44.00,41.05,39.05,20.00,44.00,44.00,42.05,1.60,GHz
20:52:43,4.8,0.0,1.2,93.6,0.3,1,19929,8958,26.92,42.05,44.05,44.00,41.05,39.05,20.00,44.00,44.00,42.05,1.65,GHz
20:52:44,5.2,0.1,1.0,93.3,0.4,1,20281,8877,26.55,42.05,44.05,46.00,41.05,39.05,20.00,46.00,44.00,42.05,1.89,GHz
20:52:45,4.5,0.0,1.0,94.1,0.4,1,19513,8374,26.61,42.05,44.05,44.00,41.05,39.05,20.00,44.00,44.00,42.05,1.21,GHz
20:52:46,3.7,0.0,0.9,95.0,0.4,1,18792,7993,25.87,42.05,44.05,44.00,41.05,39.05,20.00,44.00,44.00,42.05,1.18,GHz
20:52:47,3.6,0.1,1.1,95.0,0.3,2,18682,7985,25.45,43.05,44.05,44.00,41.05,40.05,20.00,44.00,44.00,42.05,0.84,GHz
20:52:48,3.4,0.0,0.9,95.3,0.4,2,18203,7491,25.23,43.05,44.05,44.00,41.05,40.05,20.00,44.00,44.00,42.05,1.77,GHz
20:52:49,3.7,0.1,1.1,94.9,0.3,1,18633,8046,25.23,43.05,44.05,44.00,41.05,40.05,20.00,44.00,44.00,42.05,0.85,GHz
20:52:50,3.6,0.0,0.9,95.2,0.3,1,18126,7683,25.52,43.05,44.05,44.00,41.05,40.05,20.00,44.00,44.00,42.05,1.65,GHz
20:52:51,3.4,0.0,0.9,95.4,0.4,2,17967,7600,25.77,43.05,44.05,44.00,41.05,40.05,20.00,44.00,44.00,42.05,1.54,GHz
20:52:52,3.6,0.1,1.1,94.9,0.4,1,18651,7847,25.77,43.05,44.05,44.00,41.05,40.05,20.00,44.00,44.00,42.05,1.38,GHz
20:52:53,3.2,0.0,0.9,95.5,0.4,1,17319,7318,25.84,43.05,44.05,44.00,41.05,40.05,20.00,44.00,44.00,42.05,1.06,GHz
20:52:54,3.4,0.0,1.0,95.3,0.3,1,17192,7036,25.62,43.05,44.05,44.00,41.05,40.05,20.00,44.00,44.00,42.05,1.24,GHz
20:52:55,4.4,0.1,1.0,94.1,0.4,1,20417,8419,26.82,43.05,45.05,45.00,41.05,40.05,20.00,45.00,45.00,42.05,1.27,GHz
20:52:56,4.9,0.0,1.1,93.6,0.4,5,20852,8833,27.01,43.05,44.05,46.00,41.05,40.05,20.00,46.00,44.00,42.05,1.84,GHz
