Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,SEN5,TCPU,x86_pk,SEN2,SEN4,INT340,TCPU_P,acpitz,SEN3,CPU,Freq
16:21:02,11.9,0.0,13.4,73.4,1.3,4,88370,12160,15.30,43.05,55.05,63.00,39.05,40.05,20.00,63.00,55.00,42.05,1.76,GHz
16:21:03,48.8,0.8,38.8,11.1,0.5,84,435461,62862,40.60,43.05,58.05,52.00,39.05,40.05,20.00,52.00,58.00,42.05,2.62,GHz
16:21:04,48.4,0.1,51.4,0.1,0.0,97,231186,55919,40.60,43.05,52.05,53.00,39.05,40.05,20.00,53.00,52.00,42.05,2.55,GHz
16:21:05,56.2,0.4,42.9,0.5,0.0,97,510955,104941,51.85,43.05,52.05,53.00,39.05,40.05,20.00,53.00,52.00,42.05,2.65,GHz
16:21:06,48.4,0.3,22.3,28.8,0.3,13,477615,99440,51.85,43.05,51.05,49.00,39.05,40.05,20.00,49.00,51.00,42.05,3.05,GHz
16:21:07,19.4,0.1,6.2,73.9,0.5,1,165798,39526,44.59,43.05,51.05,44.00,40.05,40.05,20.00,44.00,51.00,42.05,0.92,GHz
16:21:08,22.7,0.1,12.8,63.8,0.6,3,303783,47710,35.79,43.05,49.05,44.00,40.05,40.05,20.00,44.00,49.00,42.05,1.19,GHz
16:21:09,29.9,0.0,11.9,57.9,0.3,13,345840,60796,32.72,43.05,46.05,48.00,40.05,40.05,20.00,48.00,46.00,42.05,2.56,GHz
16:21:10,21.1,0.1,7.0,71.5,0.3,3,258795,39116,40.61,43.05,46.05,46.00,40.05,40.05,20.00,46.00,46.00,42.05,2.02,GHz
16:21:11,18.5,0.0,6.6,74.5,0.4,2,217074,34692,32.82,43.05,45.05,46.00,40.05,40.05,20.00,46.00,45.00,42.05,1.66,GHz
16:21:12,19.1,0.1,6.3,74.1,0.5,6,234048,36452,31.65,43.05,45.05,46.00,40.05,40.05,20.00,46.00,45.00,42.05,2.21,GHz
16:21:13,25.6,0.0,8.5,65.5,0.4,23,265464,42169,32.02,43.05,45.05,49.00,41.05,40.05,20.00,49.00,45.00,42.05,2.68,GHz
16:21:14,20.6,0.1,6.4,72.6,0.5,5,237017,38274,37.55,43.05,46.05,46.00,41.05,40.05,20.00,46.00,46.00,42.05,2.67,GHz
