Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,SEN5,TCPU,x86_pk,SEN2,SEN4,INT340,TCPU_P,acpitz,SEN3,CPU,Freq
20:22:39,17.8,0.0,20.2,60.8,1.3,5,165327,19103,30.48,43.05,56.05,53.00,39.05,39.05,20.00,53.00,56.00,42.05,1.86,GHz
20:22:40,8.2,0.4,2.2,88.7,0.5,2,17521,9274,47.27,43.05,59.05,66.00,39.05,39.05,20.00,66.00,59.00,42.05,0.82,GHz
20:22:41,3.9,0.0,1.7,94.0,0.4,1,7212,7350,50.85,43.05,53.05,44.00,39.05,40.05,20.00,44.00,53.00,42.05,0.92,GHz
20:22:42,0.5,0.2,0.6,98.6,0.1,1,9425,3325,40.71,43.05,43.05,44.00,39.05,40.05,20.00,44.00,43.00,42.05,0.78,GHz
20:22:43,3.0,0.0,1.0,95.8,0.3,1,25477,7038,34.51,43.05,51.05,44.00,39.05,40.05,20.00,44.00,51.00,42.05,1.59,GHz
20:22:44,19.4,0.1,13.5,66.4,0.6,10,725526,33598,32.70,43.05,53.05,49.00,39.05,40.05,20.00,49.00,53.00,42.05,2.54,GHz
20:22:45,7.2,0.0,2.7,89.7,0.5,2,53593,15586,51.76,43.05,45.05,44.00,39.05,40.05,20.00,44.00,45.00,42.05,1.43,GHz
20:22:46,3.1,0.1,1.2,94.8,0.8,4,19212,8173,38.99,43.05,44.05,45.00,39.05,40.05,20.00,45.00,44.00,42.05,1.88,GHz
20:22:47,4.5,0.0,1.1,94.0,0.4,1,31001,10429,41.48,43.05,44.05,44.00,40.05,40.05,20.00,44.00,44.00,42.05,1.03,GHz
20:22:48,3.4,0.0,0.9,95.3,0.4,1,19042,7809,40.28,43.05,44.05,44.00,40.05,40.05,20.00,44.00,44.00,42.05,1.89,GHz
20:22:49,3.2,0.1,0.9,95.4,0.4,1,19259,8025,30.90,43.05,44.05,44.00,40.05,40.05,20.00,44.00,44.00,42.05,2.07,GHz
20:22:50,3.8,0.0,1.3,94.4,0.5,2,20293,9021,30.36,43.05,44.05,44.00,40.05,40.05,20.00,44.00,44.00,42.05,1.63,GHz
20:22:51,3.6,0.1,1.1,94.8,0.4,3,17905,7760,29.88,43.05,44.05,46.00,40.05,40.05,20.00,46.00,44.00,42.05,2.12,GHz
20:22:52,3.5,0.0,1.1,95.0,0.4,2,17355,7416,29.79,43.05,44.05,45.00,40.05,40.05,20.00,45.00,44.00,42.05,1.78,GHz
20:22:53,3.8,0.0,1.1,94.6,0.5,2,18075,7728,29.23,43.05,44.05,47.00,40.05,40.05,20.00,47.00,44.00,42.05,1.74,GHz
20:22:54,4.1,0.1,1.0,94.4,0.4,1,19635,8528,30.23,43.05,44.05,44.00,40.05,40.05,20.00,44.00,44.00,42.05,1.89,GHz
