Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,SEN5,TCPU,x86_pk,SEN2,SEN4,INT340,TCPU_P,acpitz,SEN3,CPU,Freq,Simulador,Escenario,Medicion,Repeticion,GUI,GPU,Estado,timestamp,gpu_util_percent,gpu_mem_used_MB,gpu_mem_total_MB,gpu_power_W,gpu_temp_C,cpu_percent,cpu_user_percent,cpu_system_percent,cpu_idle_percent,cpu_freq_MHz,load_avg_1,load_avg_5,load_avg_15,total_tasks,total_threads,running_tasks,real_time_factor,iterations,total_MB,used_MB,available_MB,percent,free_MB,active_MB,inactive_MB,buffers_MB,cached_MB,swap_total_MB,swap_used_MB,swap_free_MB
16:07:04,21.2,0.0,6.2,72.2,0.4,1.0,222797.0,33405.0,33.24,43.05,48.05,47.0,43.05,41.05,20.0,47.0,48.0,42.05,1.94,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:05,20.5,0.1,5.9,73.1,0.4,7.0,227035.0,35587.0,33.59,44.05,48.05,49.0,43.05,41.05,20.0,49.0,48.0,42.05,2.16,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:06,20.2,0.0,5.6,73.7,0.5,7.0,211371.0,35005.0,32.58,44.05,48.05,51.0,43.05,41.05,20.0,51.0,48.0,42.05,2.03,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:07,23.2,0.1,6.7,69.6,0.4,9.0,248997.0,37900.0,33.6,44.05,48.05,49.0,43.05,41.05,20.0,49.0,48.0,42.05,2.74,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:08,23.1,0.1,6.3,70.3,0.3,18.0,244332.0,36181.0,34.3,44.05,48.05,49.0,43.05,41.05,20.0,49.0,48.0,42.05,2.31,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:09,21.5,0.0,6.6,71.6,0.3,6.0,221956.0,34425.0,33.09,44.05,48.05,53.0,43.05,41.05,20.0,53.0,48.0,42.05,2.94,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:10,21.2,0.1,6.3,72.1,0.4,2.0,230869.0,35316.0,33.26,44.05,48.05,48.0,43.05,41.05,20.0,48.0,48.0,42.05,1.85,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:11,20.5,0.0,6.1,72.9,0.4,4.0,223577.0,34072.0,33.31,44.05,48.05,48.0,43.05,41.05,20.0,48.0,48.0,42.05,1.77,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:12,19.5,0.1,5.4,74.5,0.5,64.0,200529.0,33035.0,33.14,44.05,48.05,52.0,43.05,41.05,20.0,52.0,48.0,42.05,2.48,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:13,18.8,0.0,6.0,74.8,0.5,9.0,207590.0,32236.0,32.81,44.05,48.05,49.0,44.05,41.05,20.0,49.0,48.0,42.05,1.5,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:14,19.9,0.1,6.0,73.5,0.5,17.0,221777.0,33896.0,33.04,44.05,48.05,48.0,44.05,41.05,20.0,48.0,48.0,42.05,2.05,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:15,18.1,0.0,6.1,75.4,0.5,6.0,207133.0,32959.0,32.31,44.05,49.05,49.0,44.05,41.05,20.0,49.0,49.0,42.05,2.34,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:16,20.0,0.0,6.0,73.6,0.4,1.0,214756.0,33637.0,32.78,44.05,49.05,48.0,44.05,41.05,20.0,49.0,49.0,43.05,2.68,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:17,19.4,0.1,5.8,74.2,0.5,2.0,216296.0,34745.0,33.11,44.05,49.05,51.0,44.05,41.05,20.0,51.0,49.0,42.05,2.77,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:18,18.6,0.1,5.9,75.0,0.5,1.0,209934.0,34135.0,32.98,44.05,49.05,48.0,44.05,42.05,20.0,48.0,49.0,43.05,0.8,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:19,19.6,0.1,6.2,73.7,0.5,3.0,217615.0,33763.0,33.02,44.05,49.05,48.0,44.05,42.05,20.0,49.0,49.0,43.05,1.53,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:20,20.8,0.0,6.2,72.5,0.4,17.0,218628.0,34072.0,33.07,44.05,49.05,52.0,44.05,42.05,20.0,52.0,49.0,43.05,3.05,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:21,20.1,0.1,6.0,73.3,0.4,37.0,201908.0,32412.0,32.76,44.05,49.05,50.0,44.05,42.05,20.0,50.0,49.0,43.05,3.04,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:22,20.5,0.0,6.2,72.9,0.5,2.0,222760.0,35026.0,32.76,44.05,48.05,48.0,44.05,42.05,20.0,48.0,48.0,43.05,1.58,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:23,20.1,0.1,6.1,73.3,0.5,3.0,223353.0,34202.0,33.12,44.05,49.05,49.0,44.05,42.05,20.0,49.0,49.0,43.05,0.81,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:24,20.5,0.0,6.2,72.8,0.4,9.0,217341.0,35286.0,32.64,44.05,49.05,48.0,44.05,42.05,20.0,48.0,49.0,43.05,3.05,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:25,21.1,0.1,6.6,71.8,0.4,2.0,237039.0,36184.0,33.14,44.05,49.05,49.0,44.05,42.05,20.0,49.0,49.0,43.05,2.78,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:26,22.1,0.1,6.3,71.1,0.4,1.0,241813.0,36508.0,34.3,44.05,49.05,47.0,44.05,42.05,20.0,47.0,49.0,43.05,1.29,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:27,21.3,0.6,6.5,71.2,0.4,17.0,225363.0,36379.0,35.04,44.05,49.05,48.0,44.05,42.05,20.0,48.0,49.0,43.05,1.33,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:28,20.4,0.1,7.1,72.0,0.4,2.0,242051.0,36127.0,35.04,44.05,49.05,49.0,44.05,42.05,20.0,49.0,49.0,43.05,1.14,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:29,20.6,0.1,5.8,73.2,0.3,3.0,233655.0,35520.0,32.86,44.05,49.05,50.0,44.05,42.05,20.0,50.0,49.0,43.05,1.53,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:30,19.0,0.0,6.3,74.3,0.5,2.0,213033.0,33679.0,32.86,44.05,49.05,49.0,44.05,42.05,20.0,49.0,49.0,43.05,2.5,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:31,20.7,0.0,6.2,72.7,0.4,2.0,221557.0,34367.0,32.62,44.05,49.05,49.0,45.05,42.05,20.0,49.0,49.0,43.05,2.44,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:32,20.3,0.1,5.9,73.2,0.5,2.0,226914.0,35270.0,33.4,44.05,49.05,48.0,45.05,42.05,20.0,48.0,49.0,43.05,2.52,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:33,18.7,0.1,5.8,75.0,0.5,11.0,210647.0,34763.0,33.09,44.05,49.05,49.0,45.05,42.05,20.0,49.0,49.0,43.05,3.04,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:34,19.3,0.0,5.6,74.6,0.5,2.0,218495.0,33959.0,32.76,44.05,49.05,49.0,45.05,42.05,20.0,49.0,49.0,43.05,1.77,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:35,21.9,0.0,6.7,71.1,0.3,4.0,232347.0,35066.0,33.25,45.05,49.05,49.0,45.05,42.05,20.0,49.0,49.0,43.05,2.63,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:36,22.4,0.1,6.6,70.6,0.3,1.0,235777.0,35521.0,35.69,45.05,50.05,49.0,45.05,42.05,20.0,49.0,50.0,43.05,0.84,GHz,Ignition,sin_cargar_no_gui_no_gpu,powerstat,2,GUI No,GPU No,sin_cargar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
