timestamp,cpu_percent,cpu_user_percent,cpu_system_percent,cpu_idle_percent,cpu_freq_MHz,load_avg_1,load_avg_5,load_avg_15,total_tasks,total_threads,running_tasks,archivo_origen,repeticion,Batería,GUI,GPU,carpeta,gpu_util_percent,gpu_mem_used_MB,gpu_mem_total_MB,gpu_power_W,gpu_temp_C,total_MB,used_MB,available_MB,percent,free_MB,active_MB,inactive_MB,buffers_MB,cached_MB,swap_total_MB,swap_used_MB,swap_free_MB,real_time_factor,iterations,Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,SEN5,TCPU,x86_pk,SEN2,SEN4,INT340,TCPU_P,acpitz,SEN3,CPU,Freq
2025-07-05 10:53:42,17.9,0.0,0.0,5.0,2.77,0.58,0.29,0.11,379.0,837.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:43,29.8,13.3,16.4,67.2,2.09,0.58,0.29,0.11,385.0,986.0,5.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:44,15.6,7.7,7.9,81.0,1.57,0.58,0.29,0.11,383.0,1022.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:45,18.2,7.5,10.5,80.2,4.41,0.58,0.29,0.11,398.0,1088.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:46,7.3,4.2,2.9,91.7,3.44,0.7,0.32,0.12,398.0,1103.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:47,24.8,10.8,14.0,73.5,3.89,0.7,0.32,0.12,398.0,1138.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:48,6.0,5.0,0.9,92.9,1.76,0.7,0.32,0.12,398.0,1138.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:49,5.0,4.0,1.1,94.0,1.45,0.7,0.32,0.12,398.0,1141.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:50,3.5,2.6,0.8,96.0,0.84,0.7,0.32,0.12,398.0,1141.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:51,5.2,4.2,0.9,94.0,1.8,0.64,0.31,0.12,398.0,1148.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:52,9.4,7.7,1.4,89.2,3.05,0.64,0.31,0.12,398.0,1148.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:53,29.4,21.1,6.1,69.8,4.4,0.64,0.31,0.12,399.0,1163.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:54,90.4,78.1,13.1,7.9,4.41,0.64,0.31,0.12,399.0,1166.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:55,82.1,70.2,10.8,18.0,4.42,0.64,0.31,0.12,400.0,1170.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:56,40.0,34.6,6.7,57.6,2.5,2.03,0.61,0.21,400.0,1170.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:57,27.8,21.1,4.3,73.7,4.42,2.03,0.61,0.21,400.0,1169.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:58,99.1,85.7,13.3,0.8,4.42,2.03,0.61,0.21,400.0,1169.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:53:59,31.6,28.9,4.8,66.0,2.8,2.03,0.61,0.21,400.0,1168.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:00,31.1,26.7,4.4,68.9,1.17,2.03,0.61,0.21,400.0,1168.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:01,38.4,33.1,5.3,61.3,1.15,3.23,0.88,0.3,400.0,1168.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:02,39.9,34.3,5.6,60.0,1.65,3.23,0.88,0.3,400.0,1168.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:04,44.2,37.6,6.5,55.7,1.62,3.23,0.88,0.3,399.0,1164.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:05,60.2,50.0,9.0,40.8,4.42,3.23,0.88,0.3,399.0,1164.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:06,54.9,47.7,7.7,44.4,4.42,3.23,0.88,0.3,399.0,1164.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:07,55.0,46.1,7.6,46.2,4.42,4.25,1.13,0.39,398.0,1160.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:08,51.0,44.6,8.0,44.1,3.47,4.25,1.13,0.39,398.0,1160.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:09,44.5,31.9,11.1,56.8,4.17,4.25,1.13,0.39,399.0,1176.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:10,40.8,29.6,10.8,58.4,4.42,4.25,1.13,0.39,400.0,1245.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:11,72.6,61.2,11.5,25.8,4.42,4.25,1.13,0.39,400.0,1252.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:12,69.4,57.7,11.5,24.1,4.41,5.27,1.4,0.48,400.0,1252.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:13,68.1,57.2,10.7,30.9,4.42,5.27,1.4,0.48,400.0,1252.0,4.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:14,67.2,58.2,9.2,32.5,4.32,5.27,1.4,0.48,400.0,1251.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:15,37.6,32.8,6.3,60.7,2.49,5.27,1.4,0.48,400.0,1251.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:16,11.1,8.8,1.9,88.9,4.22,4.85,1.37,0.47,400.0,1252.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:17,12.9,10.7,2.6,86.5,1.44,4.85,1.37,0.47,400.0,1251.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:18,9.8,7.8,1.6,90.2,3.97,4.85,1.37,0.47,400.0,1251.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:19,14.0,12.2,1.8,85.5,2.18,4.85,1.37,0.47,400.0,1249.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:20,18.8,16.4,2.0,81.1,2.37,4.85,1.37,0.47,400.0,1251.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:21,18.3,16.1,1.9,81.5,4.36,4.7,1.4,0.49,400.0,1251.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:22,18.8,16.4,2.0,81.2,4.19,4.7,1.4,0.49,400.0,1251.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:23,17.7,15.7,1.9,81.9,2.56,4.7,1.4,0.49,400.0,1251.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:24,17.7,16.1,1.8,81.6,3.58,4.7,1.4,0.49,400.0,1251.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:25,18.6,16.3,1.9,81.4,2.78,4.7,1.4,0.49,400.0,1251.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:26,17.7,15.7,1.9,81.9,2.42,4.41,1.39,0.49,401.0,1252.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:27,18.2,16.3,1.7,81.5,3.43,4.41,1.39,0.49,401.0,1253.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:28,14.2,12.3,1.8,85.4,2.78,4.41,1.39,0.49,400.0,1251.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:29,13.8,11.7,1.8,86.1,2.72,4.41,1.39,0.49,400.0,1251.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:30,18.3,16.2,1.9,81.2,2.44,4.41,1.39,0.49,400.0,1251.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:31,18.1,16.0,1.6,81.8,2.31,4.29,1.42,0.5,400.0,1251.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:32,18.2,15.9,1.8,81.8,2.53,4.29,1.42,0.5,400.0,1251.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:33,17.6,15.6,2.0,82.0,4.14,4.29,1.42,0.5,400.0,1251.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:34,12.1,10.2,1.7,87.6,2.62,4.29,1.42,0.5,400.0,1251.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:35,17.9,15.6,2.1,81.8,3.55,4.29,1.42,0.5,400.0,1251.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:36,18.9,16.5,2.0,80.7,4.36,4.03,1.41,0.51,401.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:37,17.8,15.7,1.9,82.1,3.06,4.03,1.41,0.51,401.0,1257.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:38,18.2,16.1,2.1,81.5,2.15,4.03,1.41,0.51,401.0,1257.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:39,12.6,10.7,1.9,87.0,3.4,4.03,1.41,0.51,401.0,1257.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:40,12.1,9.7,1.9,88.1,3.87,4.03,1.41,0.51,401.0,1257.0,3.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:41,12.0,10.4,2.2,87.2,2.34,3.71,1.39,0.5,401.0,1257.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:42,12.2,10.1,2.0,87.6,2.47,3.71,1.39,0.5,401.0,1257.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:43,12.4,10.0,2.1,87.6,4.32,3.71,1.39,0.5,401.0,1257.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:44,11.0,9.2,1.8,88.7,1.96,3.71,1.39,0.5,401.0,1257.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:45,11.5,9.9,1.9,88.0,2.78,3.71,1.39,0.5,401.0,1257.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:46,12.5,10.3,1.9,87.5,3.69,3.41,1.36,0.5,401.0,1257.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:47,12.1,9.8,2.0,88.0,3.52,3.41,1.36,0.5,401.0,1257.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:48,11.2,9.7,1.9,88.2,2.86,3.41,1.36,0.5,401.0,1257.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:49,11.6,9.9,1.7,88.1,2.55,3.41,1.36,0.5,401.0,1257.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:50,13.6,11.5,1.9,86.2,2.14,3.41,1.36,0.5,401.0,1257.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:51,12.1,10.1,1.9,87.8,2.34,3.14,1.34,0.5,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:52,12.7,10.8,2.0,87.0,4.36,3.14,1.34,0.5,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:53,12.8,10.5,1.9,87.3,1.84,3.14,1.34,0.5,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:54,12.4,10.8,2.0,87.0,2.85,3.14,1.34,0.5,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:55,19.4,17.4,1.9,80.4,2.99,3.14,1.34,0.5,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:56,18.6,16.9,1.6,81.2,2.54,3.12,1.37,0.51,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:57,19.2,17.2,1.9,80.6,3.15,3.12,1.37,0.51,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:58,19.4,16.9,2.2,80.4,3.24,3.12,1.37,0.51,401.0,1255.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:54:59,13.2,11.4,2.0,86.5,1.86,3.12,1.37,0.51,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:00,12.5,10.6,1.8,87.2,3.54,3.12,1.37,0.51,405.0,1259.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:01,11.7,10.0,1.8,88.0,2.87,2.95,1.36,0.51,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:02,12.3,10.3,2.0,87.4,2.0,2.95,1.36,0.51,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:03,13.8,11.8,1.8,86.1,2.37,2.95,1.36,0.51,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:04,17.2,15.3,1.8,82.6,2.55,2.95,1.36,0.51,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:05,17.1,15.2,1.8,82.7,2.83,2.95,1.36,0.51,401.0,1255.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:06,16.4,14.6,1.8,83.4,2.49,3.12,1.42,0.54,405.0,1259.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:07,14.8,12.7,2.1,84.9,2.27,3.12,1.42,0.54,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:08,10.7,8.7,1.9,89.1,2.7,3.12,1.42,0.54,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:09,10.3,8.3,1.9,89.5,3.07,3.12,1.42,0.54,405.0,1259.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:10,10.6,8.8,1.9,89.1,2.19,3.12,1.42,0.54,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:11,12.5,10.6,1.8,87.4,1.88,3.03,1.43,0.55,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:13,10.9,9.0,1.9,88.8,1.42,3.03,1.43,0.55,401.0,1255.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:14,10.4,8.4,1.8,89.5,2.76,3.03,1.43,0.55,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:15,9.8,8.0,1.8,89.9,2.49,3.03,1.43,0.55,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:16,9.2,7.7,1.5,90.6,2.69,3.03,1.43,0.55,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:17,11.1,9.0,1.9,88.8,2.55,2.95,1.44,0.56,405.0,1259.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:18,11.0,9.3,1.7,88.7,2.06,2.95,1.44,0.56,405.0,1259.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:19,10.0,8.2,1.7,89.8,2.77,2.95,1.44,0.56,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:20,11.0,9.1,1.9,88.8,2.19,2.95,1.44,0.56,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:21,10.5,8.4,1.7,89.6,4.35,2.95,1.44,0.56,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:22,11.8,9.5,2.2,88.0,4.35,2.87,1.45,0.56,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:23,10.7,8.8,1.6,89.3,4.05,2.87,1.45,0.56,405.0,1259.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:24,11.0,8.9,2.1,88.7,2.77,2.87,1.45,0.56,401.0,1255.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:25,10.2,8.7,1.7,89.3,2.26,2.87,1.45,0.56,401.0,1255.0,1.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:26,9.9,8.4,1.6,89.7,2.22,2.87,1.45,0.56,401.0,1255.0,2.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:27,10.4,8.9,1.7,89.1,2.21,2.64,1.43,0.56,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:28,11.0,9.2,1.7,88.7,1.74,2.64,1.43,0.56,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:29,10.9,9.0,1.9,88.8,1.15,2.64,1.43,0.56,401.0,1255.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:55:30,11.1,9.2,1.8,88.7,3.85,2.64,1.43,0.56,405.0,1259.0,0.0,cpu_usage.csv,1,cargando,Si,Si,cargando_gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
