Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,SEN5,TCPU,x86_pk,SEN2,SEN4,INT340,TCPU_P,acpitz,SEN3,CPU,Freq
19:21:01,19.1,0.0,19.2,60.4,1.3,7,178715,24281,43.70,43.05,47.05,53.00,39.05,40.05,20.00,53.00,47.00,43.05,1.53,GHz
19:21:02,7.4,0.4,2.3,89.6,0.4,3,16986,9184,37.80,43.05,54.05,66.00,39.05,40.05,20.00,66.00,54.00,43.05,1.77,GHz
19:21:03,3.0,0.0,1.5,93.0,2.5,1,5870,4196,37.80,43.05,63.05,44.00,40.05,40.05,20.00,44.00,63.00,43.05,0.43,GHz
19:21:04,0.5,0.2,0.6,98.6,0.1,1,12663,3523,34.48,43.05,50.05,44.00,40.05,40.05,20.00,44.00,50.00,43.05,0.94,GHz
19:21:05,6.7,0.1,2.0,90.4,0.8,9,43894,12169,21.66,43.05,44.05,55.00,40.05,40.05,20.00,55.00,44.00,43.05,2.82,GHz
19:21:06,24.4,0.0,13.2,61.4,1.1,1,738750,38476,38.22,43.05,57.05,46.00,40.05,40.05,20.00,46.00,57.00,43.05,1.45,GHz
19:21:07,3.5,0.1,1.2,93.9,1.3,6,17423,8348,38.29,43.05,46.05,45.00,40.05,40.05,20.00,45.00,46.00,43.05,1.46,GHz
19:21:08,5.0,0.0,1.7,92.5,0.8,1,29366,11223,27.70,43.05,45.05,45.00,40.05,40.05,20.00,45.00,45.00,43.05,1.45,GHz
19:21:09,4.5,0.1,1.4,92.9,1.1,2,20812,9362,30.24,43.05,45.05,45.00,40.05,40.05,20.00,45.00,45.00,43.05,1.83,GHz
19:21:10,4.0,0.0,1.2,93.8,1.1,3,17546,7978,27.44,43.05,45.05,45.00,40.05,40.05,20.00,45.00,45.00,43.05,1.50,GHz
19:21:11,3.7,0.0,1.1,94.0,1.2,1,17199,8087,27.84,43.05,45.05,45.00,40.05,40.05,20.00,45.00,45.00,43.05,2.07,GHz
19:21:12,4.1,0.1,1.1,93.8,0.9,2,18190,8560,27.35,43.05,45.05,45.00,40.05,40.05,20.00,45.00,45.00,43.05,1.88,GHz
19:21:13,4.1,0.0,1.1,93.7,1.1,2,18027,8072,27.61,43.05,45.05,44.00,40.05,40.05,20.00,44.00,45.00,43.05,1.18,GHz
19:21:14,3.5,0.1,1.2,94.2,0.9,3,17252,7866,27.34,43.05,45.05,45.00,40.05,40.05,20.00,45.00,45.00,43.05,1.59,GHz
19:21:15,4.1,0.0,1.2,93.6,1.1,1,18136,8407,27.94,43.05,45.05,46.00,41.05,40.05,20.00,46.00,45.00,43.05,1.88,GHz
19:21:16,3.7,0.1,1.1,93.9,1.1,2,18931,8798,27.14,43.05,45.05,46.00,41.05,40.05,20.00,48.00,45.00,43.05,2.34,GHz
19:21:17,5.3,0.0,1.0,92.6,1.1,11,20399,9225,27.28,43.05,45.05,47.00,41.05,40.05,20.00,47.00,45.00,43.05,1.87,GHz
19:21:18,5.9,0.0,1.4,91.6,1.1,1,21738,9953,28.97,44.05,46.05,45.00,41.05,40.05,20.00,45.00,46.00,43.05,1.65,GHz
19:21:19,5.5,0.1,1.3,92.0,1.1,1,21140,9621,28.59,44.05,45.05,46.00,41.05,40.05,20.00,46.00,45.00,43.05,1.59,GHz
19:21:20,5.3,0.0,1.2,92.5,1.0,1,21030,9662,28.86,44.05,46.05,46.00,41.05,40.05,20.00,46.00,46.00,43.05,1.31,GHz
19:21:21,5.9,0.1,1.4,91.7,1.0,2,21215,9539,28.58,44.05,45.05,45.00,41.05,40.05,20.00,45.00,45.00,43.05,2.24,GHz
19:21:22,5.6,0.0,1.3,92.1,1.0,5,21028,9628,28.37,44.05,46.05,45.00,41.05,41.05,20.00,45.00,46.00,43.05,1.58,GHz
19:21:23,5.4,0.1,1.4,92.3,0.8,1,21398,9482,28.95,44.05,45.05,45.00,41.05,41.05,20.00,45.00,45.00,43.05,2.01,GHz
19:21:24,5.5,0.0,1.4,92.0,1.1,1,21639,9588,29.59,44.05,46.05,47.00,41.05,41.05,20.00,47.00,46.00,43.05,1.88,GHz
19:21:25,5.1,0.1,1.1,92.9,0.9,5,20212,8958,28.81,44.05,46.05,45.00,41.05,41.05,20.00,45.00,46.00,43.05,1.90,GHz
19:21:26,5.1,0.0,1.0,92.9,1.0,2,20423,9335,28.22,44.05,46.05,46.00,41.05,41.05,20.00,46.00,46.00,43.05,1.22,GHz
