timestamp,real_time_factor,iterations
2025-07-05 19:21:05,0.185,38
2025-07-05 19:21:06,0.34,86
2025-07-05 19:21:07,0.447,135
2025-07-05 19:21:08,0.523,184
2025-07-05 19:21:09,0.58,233
2025-07-05 19:21:10,0.622,281
2025-07-05 19:21:11,0.658,330
2025-07-05 19:21:12,0.685,378
2025-07-05 19:21:13,0.71,427
2025-07-05 19:21:14,0.731,476
2025-07-05 19:21:15,0.749,525
2025-07-05 19:21:16,0.763,573
2025-07-05 19:21:17,0.776,622
2025-07-05 19:21:18,0.788,671
2025-07-05 19:21:19,0.799,720
2025-07-05 19:21:20,0.808,769
2025-07-05 19:21:21,0.816,817
2025-07-05 19:21:22,0.824,866
2025-07-05 19:21:23,0.831,915
2025-07-05 19:21:24,0.837,964
2025-07-05 19:21:25,0.842,1012
2025-07-05 19:21:26,0.848,1061
2025-07-05 19:21:27,0.853,1110
2025-07-05 19:21:28,0.857,1158
2025-07-05 19:21:29,0.861,1207
2025-07-05 19:21:30,0.866,1256
2025-07-05 19:21:31,0.869,1304
2025-07-05 19:21:32,0.872,1353
2025-07-05 19:21:33,0.876,1402
2025-07-05 19:21:34,0.879,1451
2025-07-05 19:21:35,0.882,1500
2025-07-05 19:21:36,0.884,1548
2025-07-05 19:21:37,0.887,1597
2025-07-05 19:21:38,0.889,1646
2025-07-05 19:21:39,0.892,1695
2025-07-05 19:21:40,0.894,1744
2025-07-05 19:21:41,0.896,1793
2025-07-05 19:21:42,0.898,1841
2025-07-05 19:21:43,0.9,1890
2025-07-05 19:21:44,0.901,1939
2025-07-05 19:21:45,0.903,1988
2025-07-05 19:21:46,0.905,2037
2025-07-05 19:21:47,0.906,2085
2025-07-05 19:21:48,0.908,2134
2025-07-05 19:21:49,0.909,2183
2025-07-05 19:21:50,0.911,2232
2025-07-05 19:21:51,0.912,2280
2025-07-05 19:21:52,0.913,2329
2025-07-05 19:21:53,0.914,2377
2025-07-05 19:21:54,0.915,2426
2025-07-05 19:21:55,0.916,2475
2025-07-05 19:21:56,0.917,2524
2025-07-05 19:21:57,0.918,2572
2025-07-05 19:21:58,0.919,2621
2025-07-05 19:21:59,0.92,2670
2025-07-05 19:22:00,0.921,2719
2025-07-05 19:22:01,0.922,2768
2025-07-05 19:22:02,0.923,2816
2025-07-05 19:22:03,0.924,2865
2025-07-05 19:22:04,0.925,2914
2025-07-05 19:22:05,0.925,2962
2025-07-05 19:22:06,0.926,3011
2025-07-05 19:22:07,0.927,3060
2025-07-05 19:22:08,0.928,3109
2025-07-05 19:22:09,0.929,3158
2025-07-05 19:22:10,0.929,3207
2025-07-05 19:22:11,0.93,3255
2025-07-05 19:22:12,0.93,3304
2025-07-05 19:22:13,0.931,3353
2025-07-05 19:22:14,0.932,3402
2025-07-05 19:22:15,0.932,3451
2025-07-05 19:22:16,0.933,3500
2025-07-05 19:22:17,0.933,3548
2025-07-05 19:22:18,0.934,3597
2025-07-05 19:22:19,0.935,3646
2025-07-05 19:22:20,0.935,3695
2025-07-05 19:22:21,0.935,3743
2025-07-05 19:22:22,0.936,3792
2025-07-05 19:22:23,0.937,3841
2025-07-05 19:22:24,0.937,3889
2025-07-05 19:22:25,0.937,3938
2025-07-05 19:22:26,0.938,3987
2025-07-05 19:22:27,0.938,4036
2025-07-05 19:22:28,0.939,4084
2025-07-05 19:22:29,0.939,4133
2025-07-05 19:22:30,0.94,4182
2025-07-05 19:22:31,0.94,4231
2025-07-05 19:22:32,0.94,4279
2025-07-05 19:22:33,0.941,4328
2025-07-05 19:22:34,0.941,4376
2025-07-05 19:22:35,0.941,4425
2025-07-05 19:22:36,0.942,4474
2025-07-05 19:22:37,0.942,4522
2025-07-05 19:22:38,0.942,4572
2025-07-05 19:22:39,0.943,4620
2025-07-05 19:22:40,0.943,4669
2025-07-05 19:22:41,0.943,4718
2025-07-05 19:22:42,0.944,4767
2025-07-05 19:22:43,0.944,4815
2025-07-05 19:22:44,0.944,4864
2025-07-05 19:22:45,0.945,4913
2025-07-05 19:22:46,0.945,4961
2025-07-05 19:22:47,0.945,5010
2025-07-05 19:22:48,0.945,5059
2025-07-05 19:22:49,0.946,5108
2025-07-05 19:22:50,0.946,5157
2025-07-05 19:22:51,0.946,5206
2025-07-05 19:22:52,0.947,5255
2025-07-05 19:22:53,0.947,5303
2025-07-05 19:22:54,0.947,5352
2025-07-05 19:22:55,0.947,5401
2025-07-05 19:22:56,0.948,5450
2025-07-05 19:22:57,0.948,5499
2025-07-05 19:22:58,0.948,5547
2025-07-05 19:22:59,0.948,5596
2025-07-05 19:23:00,0.949,5645
2025-07-05 19:23:01,0.949,5694
2025-07-05 19:23:02,0.949,5742
2025-07-05 19:23:03,0.949,5791
2025-07-05 19:23:04,0.949,5840
2025-07-05 19:23:05,0.95,5888
2025-07-05 19:23:06,0.95,5937
2025-07-05 19:23:07,0.95,5986
2025-07-05 19:23:08,0.95,6035
2025-07-05 19:23:09,0.95,6083
2025-07-05 19:23:10,0.951,6132
2025-07-05 19:23:11,0.951,6180
2025-07-05 19:23:12,0.951,6229
2025-07-05 19:23:13,0.951,6278
2025-07-05 19:23:14,0.951,6327
2025-07-05 19:23:15,0.952,6377
2025-07-05 19:23:16,0.952,6425
2025-07-05 19:23:17,0.952,6474
2025-07-05 19:23:18,0.952,6523
2025-07-05 19:23:19,0.952,6572
2025-07-05 19:23:20,0.952,6620
2025-07-05 19:23:21,0.953,6669
2025-07-05 19:23:22,0.953,6718
2025-07-05 19:23:23,0.953,6767
2025-07-05 19:23:24,0.953,6815
2025-07-05 19:23:25,0.953,6864
2025-07-05 19:23:26,0.953,6913
2025-07-05 19:23:27,0.953,6961
2025-07-05 19:23:28,0.954,7010
2025-07-05 19:23:29,0.954,7059
2025-07-05 19:23:30,0.954,7108
2025-07-05 19:23:31,0.954,7157
2025-07-05 19:23:32,0.954,7206
2025-07-05 19:23:33,0.954,7255
2025-07-05 19:23:34,0.955,7304
2025-07-05 19:23:35,0.955,7353
2025-07-05 19:23:36,0.955,7401
2025-07-05 19:23:37,0.955,7450
2025-07-05 19:23:38,0.955,7499
2025-07-05 19:23:39,0.955,7548
2025-07-05 19:23:40,0.955,7597
2025-07-05 19:23:41,0.955,7645
2025-07-05 19:23:42,0.956,7694
2025-07-05 19:23:43,0.956,7743
2025-07-05 19:23:44,0.956,7792
2025-07-05 19:23:45,0.956,7840
2025-07-05 19:23:46,0.956,7889
2025-07-05 19:23:47,0.956,7937
2025-07-05 19:23:48,0.956,7986
2025-07-05 19:23:49,0.956,8035
2025-07-05 19:23:50,0.957,8084
2025-07-05 19:23:51,0.957,8133
2025-07-05 19:23:52,0.957,8181
2025-07-05 19:23:53,0.957,8230
2025-07-05 19:23:54,0.957,8279
2025-07-05 19:23:55,0.957,8328
2025-07-05 19:23:56,0.957,8377
2025-07-05 19:23:57,0.957,8426
2025-07-05 19:23:58,0.957,8474
2025-07-05 19:23:59,0.958,8523
2025-07-05 19:24:00,0.958,8572
2025-07-05 19:24:01,0.958,8621
2025-07-05 19:24:02,0.958,8670
2025-07-05 19:24:03,0.958,8718
2025-07-05 19:24:04,0.958,8767
2025-07-05 19:24:05,0.958,8816
2025-07-05 19:24:06,0.958,8864
2025-07-05 19:24:07,0.958,8913
2025-07-05 19:24:08,0.958,8962
2025-07-05 19:24:09,0.959,9011
2025-07-05 19:24:10,0.959,9059
2025-07-05 19:24:11,0.959,9108
2025-07-05 19:24:12,0.959,9157
2025-07-05 19:24:13,0.959,9206
2025-07-05 19:24:14,0.959,9254
2025-07-05 19:24:15,0.959,9303
2025-07-05 19:24:16,0.959,9352
2025-07-05 19:24:17,0.959,9401
2025-07-05 19:24:18,0.959,9450
2025-07-05 19:24:19,0.959,9499
2025-07-05 19:24:20,0.959,9547
2025-07-05 19:24:21,0.959,9596
2025-07-05 19:24:22,0.96,9645
2025-07-05 19:24:23,0.96,9693
2025-07-05 19:24:24,0.96,9743
2025-07-05 19:24:25,0.96,9791
2025-07-05 19:24:26,0.96,9840
2025-07-05 19:24:27,0.96,9889
2025-07-05 19:24:28,0.96,9938
2025-07-05 19:24:29,0.96,9987
2025-07-05 19:24:30,0.96,10036
2025-07-05 19:24:31,0.96,10085
2025-07-05 19:24:32,0.96,10133
2025-07-05 19:24:33,0.96,10182
2025-07-05 19:24:34,0.96,10230
2025-07-05 19:24:35,0.961,10279
2025-07-05 19:24:36,0.961,10328
2025-07-05 19:24:37,0.961,10377
2025-07-05 19:24:38,0.961,10425
2025-07-05 19:24:39,0.961,10474
2025-07-05 19:24:40,0.961,10523
2025-07-05 19:24:41,0.961,10572
2025-07-05 19:24:42,0.961,10621
2025-07-05 19:24:43,0.961,10670
2025-07-05 19:24:44,0.961,10718
2025-07-05 19:24:45,0.961,10767
2025-07-05 19:24:46,0.961,10816
2025-07-05 19:24:47,0.961,10865
2025-07-05 19:24:48,0.961,10914
2025-07-05 19:24:49,0.961,10962
2025-07-05 19:24:50,0.962,11011
2025-07-05 19:24:51,0.962,11060
2025-07-05 19:24:52,0.962,11109
2025-07-05 19:24:53,0.962,11157
2025-07-05 19:24:54,0.962,11206
2025-07-05 19:24:55,0.962,11255
2025-07-05 19:24:56,0.962,11304
2025-07-05 19:24:57,0.962,11352
2025-07-05 19:24:58,0.962,11401
2025-07-05 19:24:59,0.962,11449
2025-07-05 19:25:00,0.962,11498
2025-07-05 19:25:01,0.962,11546
2025-07-05 19:25:02,0.962,11595
2025-07-05 19:25:03,0.962,11643
2025-07-05 19:25:04,0.962,11693
2025-07-05 19:25:05,0.962,11741
2025-07-05 19:25:06,0.962,11790
2025-07-05 19:25:07,0.962,11839
2025-07-05 19:25:08,0.963,11888
2025-07-05 19:25:09,0.963,11937
2025-07-05 19:25:10,0.963,11986
