Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,SEN5,TCPU,x86_pk,SEN2,SEN4,INT340,TCPU_P,acpitz,SEN3,CPU,Freq
11:57:21,15.0,0.0,14.6,67.3,3.1,2,52001,18747,14.58,42.05,49.05,49.00,38.05,39.05,20.00,49.00,49.00,42.05,2.48,GHz
11:57:22,10.2,0.0,3.8,83.1,2.9,2,71662,20607,41.06,42.05,52.05,59.00,38.05,39.05,20.00,59.00,52.00,42.05,1.88,GHz
11:57:23,7.7,0.0,10.6,80.1,1.5,2,123002,29140,41.06,42.05,54.05,49.00,38.05,39.05,20.00,49.00,54.00,42.05,1.86,GHz
11:57:24,6.8,0.0,4.3,87.0,1.8,3,103858,43382,42.64,42.05,49.05,46.00,38.05,39.05,20.00,46.00,49.00,42.05,2.07,GHz
11:57:25,9.6,0.0,8.7,80.4,1.3,1,62714,32304,43.84,42.05,46.05,51.00,38.05,39.05,20.00,51.00,46.00,42.05,1.71,GHz
11:57:26,7.4,0.0,7.8,83.2,1.7,2,48063,29481,44.62,42.05,51.05,55.00,39.05,39.05,20.00,55.00,51.00,42.05,1.19,GHz
11:57:27,6.9,0.0,1.6,90.4,1.1,2,62233,27483,44.28,42.05,59.05,44.00,39.05,39.05,20.00,44.00,59.00,42.05,2.47,GHz
11:57:28,8.6,0.0,2.6,87.3,1.5,2,75177,31555,41.86,42.05,48.05,50.00,39.05,39.05,20.00,50.00,48.00,42.05,2.00,GHz
11:57:29,2.2,0.0,1.0,96.3,0.5,1,41814,22404,43.38,42.05,50.05,44.00,39.05,39.05,20.00,44.00,50.00,42.05,1.09,GHz
11:57:30,2.8,0.0,0.8,95.8,0.5,4,43783,21508,43.38,42.05,44.05,65.00,39.05,39.05,20.00,65.00,44.00,42.05,1.47,GHz
11:57:31,7.1,0.0,1.3,90.1,1.5,2,60942,27971,42.68,42.05,48.05,58.00,39.05,40.05,20.00,58.00,48.00,42.05,1.76,GHz
11:57:32,1.6,0.8,1.3,95.6,0.6,2,44973,24406,46.17,43.05,53.05,44.00,40.05,40.05,20.00,44.00,53.00,42.05,1.04,GHz
11:57:33,0.7,0.0,0.6,98.3,0.4,3,38746,21127,46.17,43.05,45.05,44.00,40.05,40.05,20.00,44.00,45.00,42.05,0.89,GHz
11:57:34,0.6,0.0,0.5,98.6,0.3,1,39572,21446,36.35,43.05,45.05,44.00,40.05,40.05,20.00,44.00,45.00,42.05,1.51,GHz
11:57:35,0.4,0.0,0.5,98.8,0.3,1,37576,20223,36.14,43.05,45.05,44.00,40.05,40.05,20.00,44.00,45.00,42.05,1.09,GHz
11:57:36,0.7,0.0,0.6,98.4,0.4,4,38299,20497,35.70,43.05,44.05,44.00,40.05,40.05,20.00,44.00,44.00,42.05,1.75,GHz
11:57:37,2.7,0.0,1.6,94.9,0.8,2,48101,25096,36.31,43.05,45.05,47.00,40.05,40.05,20.00,47.00,45.00,42.05,2.13,GHz
11:57:38,51.6,0.0,12.6,34.0,1.8,18,205503,46440,42.46,43.05,48.05,55.00,40.05,40.05,20.00,55.00,48.00,42.05,3.05,GHz
11:57:39,77.3,0.0,14.6,7.7,0.3,21,126346,33474,56.64,43.05,54.05,54.00,40.05,40.05,20.00,54.00,54.00,42.05,3.05,GHz
11:57:40,66.9,0.0,11.8,20.7,0.6,20,118949,78447,62.13,43.05,54.05,53.00,40.05,40.05,20.00,53.00,54.00,42.05,3.05,GHz
11:57:41,66.3,0.0,15.3,18.2,0.3,3,386694,36411,62.13,43.05,54.05,52.00,41.05,41.05,20.00,52.00,54.00,42.05,1.91,GHz
11:57:42,8.9,0.0,3.2,87.5,0.4,4,66023,30914,40.84,43.05,51.05,52.00,41.05,41.05,20.00,52.00,51.00,42.05,1.51,GHz
11:57:43,24.2,0.0,6.6,68.8,0.5,17,94273,32504,44.82,43.05,53.05,56.00,41.05,41.05,20.00,56.00,53.00,42.05,3.05,GHz
11:57:44,80.9,0.0,17.2,1.8,0.1,17,80419,34439,55.56,43.05,55.05,53.00,41.05,41.05,20.00,53.00,55.00,42.05,3.05,GHz
11:57:45,79.8,0.0,18.2,1.9,0.1,17,190832,33953,54.01,43.05,56.05,56.00,41.05,41.05,20.00,56.00,56.00,42.05,3.05,GHz
11:57:46,11.7,0.0,2.8,85.0,0.4,4,62206,27163,54.01,43.05,51.05,49.00,42.05,41.05,20.00,49.00,51.00,42.05,3.05,GHz
11:57:47,9.3,0.0,2.4,88.0,0.3,2,98782,28556,42.23,43.05,47.05,67.00,42.05,41.05,20.00,67.00,47.00,42.05,1.69,GHz
11:57:48,44.3,0.0,8.4,47.0,0.3,2,49299,30136,44.37,43.05,59.05,62.00,42.05,41.05,20.00,62.00,59.00,42.05,1.43,GHz
11:57:49,44.6,0.0,10.3,44.8,0.3,3,241330,32128,48.51,43.05,57.05,51.00,42.05,42.05,20.00,51.00,57.00,42.05,2.99,GHz
11:57:50,52.3,0.0,12.4,35.1,0.3,1,308961,31821,41.92,43.05,53.05,49.00,42.05,42.05,20.00,49.00,53.00,42.05,1.40,GHz
11:57:51,55.3,0.0,13.4,31.2,0.1,2,275312,37806,43.60,44.05,51.05,64.00,42.05,42.05,20.00,64.00,51.00,42.05,2.00,GHz
