timestamp,total_MB,used_MB,available_MB,percent,free_MB,active_MB,inactive_MB,buffers_MB,cached_MB,swap_total_MB,swap_used_MB,swap_free_MB
2025-07-04 18:51:01,15695.24,1572.64,13543.85,13.7,11484.01,1808.13,1293.52,242.67,2395.91,2048.0,0.0,2048.0
2025-07-04 18:51:02,15695.24,1660.01,13455.16,14.3,11361.85,1864.66,1318.16,258.95,2414.43,2048.0,0.0,2048.0
2025-07-04 18:51:03,15695.24,2489.58,12589.96,19.8,10369.32,2794.98,1329.0,263.52,2572.82,2048.0,0.0,2048.0
2025-07-04 18:51:04,15695.24,2764.58,12270.41,21.8,10005.69,3074.7,1334.43,266.2,2658.77,2048.0,0.0,2048.0
2025-07-04 18:51:05,15695.24,3573.91,11406.18,27.3,9066.99,3504.95,1362.31,267.3,2787.04,2048.0,0.0,2048.0
2025-07-04 18:51:06,15695.24,3645.11,11305.28,28.0,8954.36,3582.66,1363.5,267.36,2828.41,2048.0,0.0,2048.0
2025-07-04 18:51:07,15695.24,4754.47,10188.18,35.1,7832.2,4203.05,1367.09,267.37,2841.2,2048.0,0.0,2048.0
2025-07-04 18:51:08,15695.24,4532.39,10443.36,33.5,8086.93,4204.18,1367.41,267.37,2808.54,2048.0,0.0,2048.0
2025-07-04 18:51:09,15695.24,4483.93,10548.39,32.8,8190.95,4177.23,1367.44,267.37,2752.99,2048.0,0.0,2048.0
2025-07-04 18:51:10,15695.24,4461.04,10583.79,32.6,8226.08,4178.69,1367.47,267.38,2740.74,2048.0,0.0,2048.0
2025-07-04 18:51:11,15695.24,4475.81,10569.53,32.7,8211.82,4178.28,1367.47,267.38,2740.23,2048.0,0.0,2048.0
2025-07-04 18:51:12,15695.24,4501.24,10544.08,32.8,8186.4,4183.16,1367.47,267.38,2740.21,2048.0,0.0,2048.0
2025-07-04 18:51:13,15695.24,4497.78,10546.85,32.8,8189.16,4205.43,1367.48,267.38,2740.92,2048.0,0.0,2048.0
2025-07-04 18:51:14,15695.24,4490.46,10554.16,32.8,8196.46,4205.64,1367.48,267.38,2740.93,2048.0,0.0,2048.0
2025-07-04 18:51:15,15695.24,4497.81,10563.85,32.7,8206.19,4204.54,1367.5,267.39,2723.85,2048.0,0.0,2048.0
2025-07-04 18:51:16,15695.24,4490.59,10575.05,32.6,8217.37,4202.27,1367.52,267.41,2719.87,2048.0,0.0,2048.0
2025-07-04 18:51:17,15695.24,4491.0,10574.62,32.6,8216.94,4206.77,1367.52,267.41,2719.89,2048.0,0.0,2048.0
2025-07-04 18:51:18,15695.24,4510.97,10562.64,32.7,8204.95,4206.75,1367.52,267.41,2711.91,2048.0,0.0,2048.0
