timestamp,total_MB,used_MB,available_MB,percent,free_MB,active_MB,inactive_MB,buffers_MB,cached_MB,swap_total_MB,swap_used_MB,swap_free_MB
2025-07-05 18:04:32,15695.23,1895.23,13226.86,15.7,11123.95,1768.39,1294.61,243.16,2432.9,2048.0,0.0,2048.0
2025-07-05 18:04:33,15695.23,1920.2,13193.91,15.9,11089.08,1792.04,1294.93,243.2,2442.76,2048.0,0.0,2048.0
2025-07-05 18:04:34,15695.23,1632.94,13481.22,14.1,11376.24,1776.5,1294.93,243.2,2442.85,2048.0,0.0,2048.0
2025-07-05 18:04:35,15695.23,1638.93,13491.27,14.0,11386.28,1776.55,1294.94,243.2,2426.82,2048.0,0.0,2048.0
2025-07-05 18:04:36,15695.23,1657.64,13476.57,14.1,11371.57,1776.82,1294.95,243.2,2422.82,2048.0,0.0,2048.0
2025-07-05 18:04:37,15695.23,1658.41,13475.93,14.1,11370.89,1777.26,1294.99,243.2,2422.73,2048.0,0.0,2048.0
2025-07-05 18:04:38,15695.23,1660.25,13474.12,14.2,11369.05,1775.55,1294.99,243.21,2422.73,2048.0,0.0,2048.0
2025-07-05 18:04:39,15695.23,1662.09,13472.29,14.2,11366.57,1795.39,1295.18,243.22,2423.36,2048.0,0.0,2048.0
2025-07-05 18:04:40,15695.23,1781.64,13352.73,14.9,11246.95,1892.79,1295.18,243.22,2423.41,2048.0,0.0,2048.0
2025-07-05 18:04:41,15695.23,1695.2,13439.15,14.4,11333.14,1783.91,1295.33,243.37,2423.53,2048.0,0.0,2048.0
2025-07-05 18:04:42,15695.23,1704.76,13429.59,14.4,11323.26,1809.55,1295.65,243.39,2423.82,2048.0,0.0,2048.0
2025-07-05 18:04:43,15695.23,1695.89,13438.46,14.4,11331.84,1777.02,1295.83,243.4,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:44,15695.23,1679.73,13454.64,14.3,11348.02,1777.1,1295.83,243.4,2424.09,2048.0,0.0,2048.0
2025-07-05 18:04:45,15695.23,1662.72,13471.65,14.2,11365.01,1777.1,1295.83,243.4,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:46,15695.23,1651.27,13483.1,14.1,11376.46,1777.12,1295.83,243.4,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:47,15695.23,1651.89,13482.47,14.1,11375.84,1777.14,1295.83,243.4,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:48,15695.23,1656.77,13477.6,14.1,11370.95,1777.14,1295.83,243.4,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:49,15695.23,1669.24,13465.12,14.2,11358.48,1777.14,1295.83,243.41,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:50,15695.23,1650.85,13483.51,14.1,11376.87,1777.15,1295.83,243.41,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:51,15695.23,1662.65,13471.71,14.2,11365.06,1776.93,1295.83,243.41,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:52,15695.23,1654.93,13479.43,14.1,11372.79,1776.91,1295.83,243.41,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:53,15695.23,1662.47,13471.89,14.2,11365.25,1776.91,1295.83,243.41,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:54,15695.23,1670.68,13463.68,14.2,11357.03,1776.94,1295.83,243.41,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:55,15695.23,1667.44,13466.91,14.2,11360.27,1776.94,1295.83,243.41,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:56,15695.23,1648.02,13486.33,14.1,11379.68,1776.96,1295.83,243.41,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:57,15695.23,1649.38,13484.98,14.1,11378.33,1776.9,1295.83,243.41,2424.11,2048.0,0.0,2048.0
2025-07-05 18:04:58,15695.23,1661.2,13473.09,14.2,11366.45,1776.9,1295.83,243.41,2424.18,2048.0,0.0,2048.0
2025-07-05 18:04:59,15695.23,1662.46,13471.82,14.2,11365.18,1777.14,1295.83,243.42,2424.17,2048.0,0.0,2048.0
2025-07-05 18:05:00,15695.23,1654.03,13480.32,14.1,11373.67,1776.9,1295.83,243.42,2424.11,2048.0,0.0,2048.0
2025-07-05 18:05:01,15695.23,1659.36,13474.98,14.1,11368.34,1776.9,1295.83,243.42,2424.11,2048.0,0.0,2048.0
2025-07-05 18:05:02,15695.23,1657.25,13477.09,14.1,11370.3,1776.92,1295.97,243.55,2424.12,2048.0,0.0,2048.0
2025-07-05 18:05:03,15695.23,1657.36,13476.99,14.1,11370.2,1776.88,1295.97,243.55,2424.12,2048.0,0.0,2048.0
2025-07-05 18:05:04,15695.23,1660.3,13474.03,14.2,11367.24,1771.1,1295.97,243.56,2424.12,2048.0,0.0,2048.0
2025-07-05 18:05:05,15695.23,1659.17,13475.17,14.1,11368.38,1771.1,1295.97,243.56,2424.12,2048.0,0.0,2048.0
2025-07-05 18:05:06,15695.23,1649.76,13484.52,14.1,11377.73,1771.1,1295.97,243.56,2424.19,2048.0,0.0,2048.0
2025-07-05 18:05:07,15695.23,1637.64,13496.64,14.0,11389.85,1771.1,1295.97,243.56,2424.19,2048.0,0.0,2048.0
2025-07-05 18:05:08,15695.23,1660.05,13474.29,14.2,11367.5,1771.1,1295.97,243.56,2424.12,2048.0,0.0,2048.0
2025-07-05 18:05:09,15695.23,1655.03,13479.3,14.1,11372.5,1771.1,1295.97,243.57,2424.13,2048.0,0.0,2048.0
