timestamp,total_MB,used_MB,available_MB,percent,free_MB,active_MB,inactive_MB,buffers_MB,cached_MB,swap_total_MB,swap_used_MB,swap_free_MB
2025-07-05 13:17:56,15695.24,1625.06,13497.12,14.0,11337.71,1827.76,1295.5,243.26,2489.2,2048.0,0.0,2048.0
2025-07-05 13:17:57,15695.24,1625.01,13489.17,14.1,11329.76,1828.83,1295.49,243.26,2497.21,2048.0,0.0,2048.0
2025-07-05 13:17:58,15695.24,1636.82,13487.37,14.1,11327.93,1828.98,1295.5,243.27,2487.22,2048.0,0.0,2048.0
2025-07-05 13:17:59,15695.24,1648.59,13483.61,14.1,11324.17,1820.8,1295.5,243.27,2479.22,2048.0,0.0,2048.0
2025-07-05 13:18:00,15695.24,1654.23,13477.97,14.1,11318.52,1820.47,1295.5,243.27,2479.22,2048.0,0.0,2048.0
2025-07-05 13:18:01,15695.24,1660.04,13476.29,14.1,11316.84,1819.4,1295.5,243.27,2475.09,2048.0,0.0,2048.0
2025-07-05 13:18:02,15695.24,1651.88,13484.45,14.1,11325.0,1819.28,1295.5,243.27,2475.09,2048.0,0.0,2048.0
2025-07-05 13:18:03,15695.24,1655.47,13480.86,14.1,11321.41,1819.52,1295.5,243.27,2475.09,2048.0,0.0,2048.0
2025-07-05 13:18:04,15695.24,1658.16,13478.16,14.1,11318.71,1819.54,1295.5,243.27,2475.09,2048.0,0.0,2048.0
2025-07-05 13:18:05,15695.24,1653.04,13483.28,14.1,11323.83,1819.54,1295.5,243.27,2475.09,2048.0,0.0,2048.0
2025-07-05 13:18:06,15695.24,1663.88,13472.44,14.2,11312.99,1819.82,1295.5,243.27,2475.09,2048.0,0.0,2048.0
2025-07-05 13:18:07,15695.24,1667.06,13469.25,14.2,11309.24,1825.34,1295.61,243.29,2475.66,2048.0,0.0,2048.0
2025-07-05 13:18:08,15695.24,1746.05,13390.26,14.7,11230.11,1917.98,1295.71,243.3,2475.79,2048.0,0.0,2048.0
2025-07-05 13:18:09,15695.24,1702.65,13433.61,14.4,11273.3,1825.93,1295.8,243.44,2475.84,2048.0,0.0,2048.0
2025-07-05 13:18:10,15695.24,1695.17,13441.11,14.4,11280.68,1826.22,1295.83,243.44,2475.95,2048.0,0.0,2048.0
2025-07-05 13:18:11,15695.24,1687.55,13448.74,14.3,11287.71,1825.99,1296.33,243.46,2476.51,2048.0,0.0,2048.0
2025-07-05 13:18:12,15695.24,1684.51,13451.79,14.3,11290.75,1826.27,1296.33,243.46,2476.52,2048.0,0.0,2048.0
2025-07-05 13:18:13,15695.24,1673.55,13462.67,14.2,11301.63,1826.27,1296.33,243.47,2476.58,2048.0,0.0,2048.0
2025-07-05 13:18:14,15695.24,1666.13,13470.09,14.2,11309.06,1826.04,1296.33,243.47,2476.58,2048.0,0.0,2048.0
2025-07-05 13:18:15,15695.24,1656.07,13480.16,14.1,11319.12,1826.27,1296.33,243.47,2476.58,2048.0,0.0,2048.0
2025-07-05 13:18:16,15695.24,1656.11,13480.12,14.1,11319.07,1826.08,1296.33,243.47,2476.59,2048.0,0.0,2048.0
2025-07-05 13:18:17,15695.24,1659.25,13476.98,14.1,11315.92,1826.0,1296.33,243.47,2476.59,2048.0,0.0,2048.0
2025-07-05 13:18:18,15695.24,1675.7,13460.54,14.2,11299.48,1825.98,1296.33,243.48,2476.59,2048.0,0.0,2048.0
2025-07-05 13:18:19,15695.24,1682.93,13453.23,14.3,11292.16,1820.96,1296.33,243.48,2476.66,2048.0,0.0,2048.0
2025-07-05 13:18:20,15695.24,1675.3,13460.99,14.2,11299.91,1820.96,1296.33,243.48,2476.55,2048.0,0.0,2048.0
