Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,SEN5,TCPU,x86_pk,SEN2,SEN4,INT340,TCPU_P,acpitz,SEN3,CPU,Freq
18:23:52,12.2,0.0,13.0,73.4,1.3,5,94419,11923,45.65,43.05,63.05,65.00,39.05,40.05,20.00,65.00,63.00,42.05,1.53,GHz
18:23:53,51.5,0.8,37.7,9.6,0.4,76,381487,61187,52.42,43.05,55.05,52.00,39.05,40.05,20.00,52.00,55.00,42.05,2.55,GHz
18:23:54,46.9,0.1,53.0,0.1,0.0,79,230407,56562,51.06,43.05,53.05,53.00,39.05,40.05,20.00,53.00,53.00,42.05,2.62,GHz
18:23:55,50.7,0.4,40.6,8.3,0.1,93,496278,104157,61.75,43.05,53.05,53.00,40.05,40.05,20.00,55.00,53.00,42.05,2.65,GHz
18:23:56,50.3,0.1,24.4,25.0,0.3,4,482851,103301,61.75,43.05,53.05,49.00,40.05,40.05,20.00,49.00,53.00,42.05,2.17,GHz
18:23:57,15.8,0.1,6.8,77.0,0.3,35,198099,48640,47.66,43.05,55.05,49.00,40.05,40.05,20.00,49.00,55.00,42.05,1.91,GHz
18:23:58,33.1,0.0,20.4,46.3,0.2,3,520719,68986,60.40,43.05,54.05,51.00,40.05,40.05,20.00,51.00,54.00,42.05,3.04,GHz
18:23:59,32.1,0.1,12.2,55.3,0.3,2,313649,47681,55.88,43.05,50.05,50.00,40.05,40.05,20.00,50.00,50.00,42.05,3.05,GHz
18:24:00,24.5,0.0,7.8,67.3,0.4,3,301339,35832,55.75,43.05,49.05,51.00,41.05,40.05,20.00,51.00,49.00,43.05,3.05,GHz
18:24:01,24.0,0.1,7.1,68.7,0.3,2,298125,35716,49.53,43.05,50.05,51.00,41.05,40.05,20.00,51.00,50.00,42.05,1.87,GHz
18:24:02,27.1,0.0,8.8,63.8,0.3,5,311402,38098,48.07,43.05,50.05,52.00,41.05,41.05,20.00,52.00,50.00,42.05,2.75,GHz
18:24:03,24.2,0.1,7.7,67.8,0.3,4,305579,37279,48.07,43.05,50.05,51.00,41.05,41.05,20.00,51.00,50.00,43.05,2.58,GHz
18:24:04,24.3,0.0,7.5,67.9,0.3,21,301925,36284,47.79,43.05,51.05,49.00,41.05,41.05,20.00,49.00,51.00,43.05,3.03,GHz
18:24:05,22.2,0.1,7.4,69.9,0.4,6,277616,35921,46.96,43.05,51.05,53.00,41.05,41.05,20.00,53.00,51.00,43.05,1.19,GHz
18:24:06,23.7,0.1,7.2,68.8,0.3,5,324452,38866,49.80,43.05,51.05,51.00,42.05,41.05,20.00,51.00,51.00,43.05,2.81,GHz
18:24:07,24.5,0.0,7.3,67.9,0.3,3,301843,35720,51.86,43.05,51.05,50.00,42.05,41.05,20.00,50.00,51.00,43.05,2.67,GHz
18:24:08,24.3,0.0,7.1,68.2,0.3,4,301654,36780,48.38,44.05,52.05,52.00,42.05,41.05,20.00,52.00,52.00,43.05,2.85,GHz
18:24:09,24.1,0.1,7.5,68.0,0.3,3,307167,36548,47.68,44.05,51.05,50.00,42.05,41.05,20.00,50.00,51.00,43.05,1.54,GHz
18:24:10,24.1,0.0,7.3,68.3,0.3,2,291889,34844,47.29,44.05,52.05,53.00,42.05,41.05,20.00,53.00,52.00,43.05,2.70,GHz
18:24:11,23.1,0.1,7.5,69.0,0.3,3,273468,35592,47.28,44.05,52.05,51.00,42.05,42.05,20.00,51.00,52.00,43.05,2.72,GHz
18:24:12,24.8,0.0,7.4,67.5,0.3,3,299844,36226,50.06,44.05,52.05,51.00,43.05,42.05,20.00,52.00,52.00,43.05,2.93,GHz
18:24:13,24.7,0.1,7.3,67.7,0.3,2,291587,36382,48.92,44.05,52.05,53.00,43.05,42.05,20.00,53.00,52.00,43.05,1.97,GHz
18:24:14,24.7,0.1,7.7,67.2,0.4,4,292348,36077,47.34,44.05,53.05,51.00,43.05,42.05,20.00,51.00,53.00,43.05,1.69,GHz
18:24:15,25.0,0.0,7.3,67.4,0.3,3,287534,35638,47.96,44.05,52.05,51.00,43.05,42.05,20.00,51.00,52.00,43.05,3.05,GHz
18:24:16,23.3,0.1,6.8,69.4,0.4,6,255525,36220,47.97,44.05,53.05,53.00,43.05,42.05,20.00,54.00,53.00,43.05,3.05,GHz
18:24:17,25.4,0.0,7.2,67.2,0.3,5,301287,35405,50.55,44.05,53.05,53.00,43.05,42.05,20.00,53.00,53.00,43.05,2.78,GHz
18:24:18,25.9,0.1,7.5,66.3,0.3,2,305007,36191,52.24,44.05,53.05,53.00,43.05,42.05,20.00,53.00,53.00,43.05,3.05,GHz
18:24:19,25.7,0.0,7.1,66.8,0.3,4,297135,36845,49.54,44.05,53.05,52.00,44.05,42.05,20.00,52.00,53.00,43.05,2.45,GHz
18:24:20,24.5,0.1,7.6,67.5,0.3,4,296014,36147,48.76,44.05,53.05,53.00,44.05,43.05,20.00,53.00,53.00,43.05,2.48,GHz
18:24:21,24.1,0.1,7.6,67.9,0.3,2,300620,36122,48.34,44.05,53.05,57.00,44.05,43.05,20.00,57.00,53.00,43.05,1.74,GHz
18:24:22,23.8,0.7,7.4,67.8,0.3,2,280378,36017,47.93,44.05,54.05,53.00,44.05,43.05,20.00,53.00,54.00,43.05,2.39,GHz
18:24:23,22.7,0.0,7.9,69.1,0.3,2,270680,34840,47.89,44.05,53.05,53.00,44.05,43.05,20.00,53.00,53.00,43.05,3.02,GHz
18:24:24,25.6,0.1,7.4,66.7,0.3,17,303716,36012,51.07,44.05,53.05,54.00,44.05,43.05,20.00,54.00,53.00,43.05,2.98,GHz
18:24:25,24.8,0.1,7.4,67.4,0.4,3,289233,34915,50.16,45.05,53.05,58.00,44.05,43.05,20.00,56.00,53.00,43.05,1.60,GHz
18:24:26,24.0,0.0,7.5,68.3,0.3,17,290095,35258,48.68,45.05,54.05,53.00,45.05,43.05,20.00,53.00,54.00,43.05,2.48,GHz
18:24:27,24.6,0.1,7.1,67.9,0.4,3,291236,35226,48.61,45.05,54.05,53.00,45.05,43.05,20.00,53.00,54.00,43.05,2.07,GHz
18:24:28,24.0,0.0,7.6,68.1,0.3,5,280612,34851,47.34,45.05,53.05,61.00,45.05,43.05,20.00,61.00,53.00,43.05,1.81,GHz
18:24:29,23.3,0.1,7.1,69.2,0.3,10,283483,35728,46.43,45.05,54.05,55.00,45.05,43.05,20.00,55.00,54.00,43.05,2.51,GHz
18:24:30,25.4,0.0,7.3,67.0,0.3,9,313482,37647,50.71,45.05,55.05,52.00,45.05,44.05,20.00,52.00,55.00,43.05,2.43,GHz
18:24:31,25.7,0.1,7.3,66.6,0.3,14,294303,36532,48.15,45.05,54.05,53.00,45.05,44.05,20.00,53.00,54.00,43.05,2.17,GHz
18:24:32,23.4,0.0,7.3,69.0,0.3,3,289249,36034,47.30,45.05,54.05,55.00,45.05,44.05,20.00,55.00,54.00,43.05,3.05,GHz
18:24:33,23.9,0.1,7.4,68.4,0.3,5,294501,35965,48.26,45.05,54.05,56.00,45.05,44.05,20.00,56.00,54.00,43.05,2.18,GHz
18:24:34,21.1,0.1,6.9,71.5,0.3,7,252160,33340,47.05,45.05,54.05,55.00,45.05,44.05,20.00,55.00,54.00,43.05,2.27,GHz
18:24:35,25.5,0.0,7.3,66.9,0.3,2,306303,36257,50.70,45.05,55.05,53.00,46.05,44.05,20.00,53.00,55.00,43.05,1.42,GHz
18:24:36,23.4,0.1,7.3,69.0,0.3,18,301078,35872,51.34,45.05,54.05,56.00,46.05,44.05,20.00,56.00,54.00,43.05,3.05,GHz
18:24:37,22.7,0.0,7.3,69.8,0.3,2,290358,34713,48.74,45.05,55.05,54.00,46.05,44.05,20.00,54.00,55.00,43.05,1.34,GHz
18:24:38,25.5,0.0,7.5,66.7,0.3,3,299422,36328,48.79,45.05,55.05,54.00,46.05,44.05,20.00,54.00,55.00,43.05,2.60,GHz
18:24:39,24.3,0.1,7.6,67.8,0.3,2,289395,35686,48.09,45.05,55.05,56.00,46.05,45.05,20.00,56.00,55.00,43.05,2.91,GHz
18:24:40,22.5,0.1,7.2,70.0,0.3,29,265015,35498,43.20,45.05,54.05,58.00,46.05,45.05,20.00,58.00,54.00,43.05,2.71,GHz
18:24:41,25.4,0.0,7.0,67.3,0.3,2,307313,36652,51.43,46.05,55.05,55.00,46.05,45.05,20.00,55.00,55.00,43.05,1.61,GHz
18:24:42,24.5,0.1,7.4,67.7,0.3,11,302393,36881,47.73,46.05,55.05,54.00,46.05,45.05,20.00,54.00,55.00,43.05,2.35,GHz
18:24:43,24.4,0.0,7.3,68.1,0.3,5,294383,35693,47.50,46.05,55.05,55.00,46.05,45.05,20.00,55.00,55.00,43.05,2.51,GHz
18:24:44,26.0,0.1,7.2,66.4,0.3,19,300868,36401,47.12,46.05,55.05,55.00,47.05,45.05,20.00,55.00,55.00,43.05,3.05,GHz
18:24:45,22.3,0.0,7.5,69.9,0.3,5,262433,34992,47.34,46.05,56.05,53.00,47.05,45.05,20.00,54.00,56.00,43.05,1.93,GHz
