timestamp,gpu_util_percent,gpu_mem_used_MB,gpu_mem_total_MB,gpu_power_W,gpu_temp_C
2025-07-04 17:48:53,18,15,6141,590.01,47
2025-07-04 17:48:56,0,15,6141,11.38,48
2025-07-04 17:48:57,0,15,6141,11.43,49
2025-07-04 17:48:58,0,15,6141,11.46,49
2025-07-04 17:48:59,0,15,6141,11.48,50
2025-07-04 17:49:00,0,15,6141,11.51,50
2025-07-04 17:49:01,0,15,6141,11.54,50
2025-07-04 17:49:02,0,15,6141,11.58,51
2025-07-04 17:49:03,0,15,6141,11.60,51
2025-07-04 17:49:04,0,15,6141,11.61,51
2025-07-04 17:49:05,0,15,6141,11.64,52
2025-07-04 17:49:06,0,15,6141,11.65,52
2025-07-04 17:49:07,0,15,6141,4.04,51
2025-07-04 17:49:08,0,15,6141,2.69,51
2025-07-04 17:49:09,0,15,6141,1.87,51
2025-07-04 17:49:10,0,15,6141,1.63,52
2025-07-04 17:49:11,0,15,6141,1.63,52
2025-07-04 17:49:12,0,15,6141,1.63,52
2025-07-04 17:49:13,0,15,6141,1.63,52
2025-07-04 17:49:14,0,15,6141,1.63,52
2025-07-04 17:49:15,0,15,6141,1.64,52
2025-07-04 17:49:16,0,15,6141,1.66,52
2025-07-04 17:49:17,0,15,6141,1.66,52
2025-07-04 17:49:18,0,15,6141,1.66,53
2025-07-04 17:49:19,0,15,6141,1.66,53
2025-07-04 17:49:20,0,15,6141,1.65,52
2025-07-04 17:49:21,0,15,6141,1.61,52
2025-07-04 17:49:22,0,15,6141,1.61,52
2025-07-04 17:49:23,0,15,6141,1.61,52
2025-07-04 17:49:24,0,15,6141,1.60,52
2025-07-04 17:49:25,0,15,6141,1.59,52
2025-07-04 17:49:26,0,15,6141,1.60,52
2025-07-04 17:49:27,0,15,6141,1.60,52
2025-07-04 17:49:28,0,15,6141,1.59,52
2025-07-04 17:49:29,0,15,6141,1.59,51
2025-07-04 17:49:30,0,15,6141,1.59,51
2025-07-04 17:49:31,0,15,6141,1.59,51
2025-07-04 17:49:32,0,15,6141,1.60,51
2025-07-04 17:49:33,0,15,6141,1.60,51
2025-07-04 17:49:35,0,15,6141,1.60,51
