timestamp,real_time_factor,iterations
2025-07-05 17:21:37,0.0016,2
2025-07-05 17:21:38,0.0033,5
2025-07-05 17:21:39,0.7295,188
2025-07-05 17:21:40,0.5982,387
2025-07-05 17:21:41,0.7866,592
2025-07-05 17:21:42,0.6112,793
2025-07-05 17:21:43,0.6107,980
2025-07-05 17:21:44,0.566,1179
2025-07-05 17:21:45,0.5242,1347
2025-07-05 17:21:46,0.6292,1538
2025-07-05 17:21:47,0.6168,1740
2025-07-05 17:21:48,0.6099,1942
2025-07-05 17:21:49,0.2421,2113
2025-07-05 17:21:50,0.606,2318
2025-07-05 17:21:51,0.5134,2519
2025-07-05 17:21:52,0.6568,2707
2025-07-05 17:21:53,0.4505,2900
2025-07-05 17:21:54,0.5932,3059
2025-07-05 17:21:55,0.5834,3257
2025-07-05 17:21:56,0.6958,3452
2025-07-05 17:21:57,0.7095,3640
2025-07-05 17:21:58,0.6189,3826
2025-07-05 17:21:59,0.334,3984
2025-07-05 17:22:00,0.5034,4185
2025-07-05 17:22:01,0.572,4379
2025-07-05 17:22:02,0.5978,4577
2025-07-05 17:22:03,0.6488,4768
2025-07-05 17:22:04,0.5656,4956
2025-07-05 17:22:05,0.486,5132
2025-07-05 17:22:06,0.552,5323
2025-07-05 17:22:07,0.4986,5512
2025-07-05 17:22:08,0.5581,5701
2025-07-05 17:22:09,0.5288,5889
2025-07-05 17:22:10,0.5269,6076
2025-07-05 17:22:11,0.6776,6247
2025-07-05 17:22:12,0.6733,6447
2025-07-05 17:22:13,0.6335,6645
2025-07-05 17:22:14,0.4943,6839
2025-07-05 17:22:15,0.5669,7036
2025-07-05 17:22:16,0.6511,7228
2025-07-05 17:22:17,0.6654,7392
2025-07-05 17:22:18,0.7169,7599
2025-07-05 17:22:19,0.4936,7799
2025-07-05 17:22:20,0.6618,7998
2025-07-05 17:22:22,0.6954,8196
2025-07-05 17:22:23,0.6012,8394
2025-07-05 17:22:24,0.6977,8589
2025-07-05 17:22:25,0.6654,8766
2025-07-05 17:22:26,0.5942,8966
2025-07-05 17:22:27,0.6406,9165
2025-07-05 17:22:28,0.5913,9363
2025-07-05 17:22:29,0.5907,9552
2025-07-05 17:22:30,0.5992,9724
2025-07-05 17:22:31,0.6247,9923
2025-07-05 17:22:32,0.8124,10130
2025-07-05 17:22:33,0.639,10345
2025-07-05 17:22:34,0.6007,10556
2025-07-05 17:22:35,0.669,10764
2025-07-05 17:22:36,0.5139,10973
2025-07-05 17:22:37,0.6475,11177
2025-07-05 17:22:38,0.6101,11378
2025-07-05 17:22:39,0.6899,11573
2025-07-05 17:22:40,0.6096,11771
2025-07-05 17:22:41,0.7058,11968
2025-07-05 17:22:42,0.6278,12156
2025-07-05 17:22:43,0.5712,12349
2025-07-05 17:22:44,0.57,12540
2025-07-05 17:22:45,0.4441,12729
2025-07-05 17:22:46,0.4852,12921
2025-07-05 17:22:47,0.5686,13115
2025-07-05 17:22:48,0.7276,13308
2025-07-05 17:22:49,0.5812,13503
2025-07-05 17:22:50,0.5316,13692
2025-07-05 17:22:51,0.5971,13888
2025-07-05 17:22:52,0.5837,14082
2025-07-05 17:22:53,0.652,14272
2025-07-05 17:22:54,0.5995,14466
2025-07-05 17:22:55,0.5376,14654
2025-07-05 17:22:56,0.6113,14851
2025-07-05 17:22:57,0.6138,15038
2025-07-05 17:22:58,0.6987,15234
2025-07-05 17:22:59,0.5607,15426
2025-07-05 17:23:00,0.6264,15621
2025-07-05 17:23:01,0.6975,15805
2025-07-05 17:23:02,0.6692,15993
2025-07-05 17:23:03,0.5886,16183
2025-07-05 17:23:04,0.5594,16375
2025-07-05 17:23:05,0.5298,16569
2025-07-05 17:23:06,0.5155,16755
2025-07-05 17:23:07,0.643,16943
2025-07-05 17:23:08,0.502,17132
2025-07-05 17:23:09,0.5551,17317
2025-07-05 17:23:10,0.433,17508
2025-07-05 17:23:11,0.5496,17692
2025-07-05 17:23:12,0.7018,17886
2025-07-05 17:23:13,0.6314,18074
2025-07-05 17:23:14,0.6142,18261
2025-07-05 17:23:15,0.625,18459
2025-07-05 17:23:16,0.4883,18642
2025-07-05 17:23:17,0.4183,18796
2025-07-05 17:23:18,0.6627,18992
2025-07-05 17:23:19,0.5073,19196
2025-07-05 17:23:20,0.5437,19399
2025-07-05 17:23:21,0.389,19570
2025-07-05 17:23:22,0.5792,19757
2025-07-05 17:23:23,0.6298,19956
2025-07-05 17:23:24,0.6409,20153
2025-07-05 17:23:25,0.549,20344
2025-07-05 17:23:26,0.7059,20535
2025-07-05 17:23:27,0.5682,20725
2025-07-05 17:23:28,0.5682,20891
2025-07-05 17:23:29,0.5544,21090
2025-07-05 17:23:30,0.5581,21281
2025-07-05 17:23:31,0.5815,21473
2025-07-05 17:23:32,0.6426,21657
2025-07-05 17:23:33,0.1991,21814
2025-07-05 17:23:34,0.6847,22012
2025-07-05 17:23:35,0.5988,22208
2025-07-05 17:23:36,0.534,22397
2025-07-05 17:23:37,0.5273,22587
2025-07-05 17:23:38,0.503,22775
2025-07-05 17:23:39,0.6963,22966
2025-07-05 17:23:40,0.5118,23127
2025-07-05 17:23:41,0.5692,23323
2025-07-05 17:23:42,0.689,23518
2025-07-05 17:23:43,0.7292,23714
2025-07-05 17:23:44,0.5852,23907
2025-07-05 17:23:45,0.3542,24087
2025-07-05 17:23:46,0.6717,24275
2025-07-05 17:23:47,0.6691,24475
2025-07-05 17:23:48,0.6442,24671
2025-07-05 17:23:49,0.5184,24861
2025-07-05 17:23:50,0.6857,25056
2025-07-05 17:23:51,0.5059,25224
2025-07-05 17:23:52,0.5989,25425
2025-07-05 17:23:53,0.5379,25623
2025-07-05 17:23:54,0.6598,25818
2025-07-05 17:23:55,0.5221,26012
2025-07-05 17:23:56,0.716,26181
2025-07-05 17:23:57,0.5722,26386
2025-07-05 17:23:58,0.6503,26588
2025-07-05 17:23:59,0.6193,26787
2025-07-05 17:24:00,0.5182,26974
2025-07-05 17:24:01,0.5215,27162
2025-07-05 17:24:02,0.5389,27343
2025-07-05 17:24:03,0.4912,27541
2025-07-05 17:24:04,0.5542,27736
2025-07-05 17:24:05,0.6578,27930
2025-07-05 17:24:06,0.5352,28124
2025-07-05 17:24:07,0.6285,28314
2025-07-05 17:24:08,0.6798,28481
2025-07-05 17:24:09,0.8206,28703
2025-07-05 17:24:10,0.4686,28921
2025-07-05 17:24:11,0.5764,29133
2025-07-05 17:24:12,0.6572,29343
2025-07-05 17:24:13,0.5619,29547
2025-07-05 17:24:14,0.6288,29753
2025-07-05 17:24:15,0.5422,29953
2025-07-05 17:24:16,0.486,30142
2025-07-05 17:24:17,0.5276,30343
2025-07-05 17:24:18,0.4611,30531
2025-07-05 17:24:19,0.6188,30724
2025-07-05 17:24:20,0.7132,30919
2025-07-05 17:24:21,0.568,31114
2025-07-05 17:24:22,0.5412,31303
2025-07-05 17:24:23,0.5761,31496
2025-07-05 17:24:24,0.6395,31689
2025-07-05 17:24:25,0.6253,31884
2025-07-05 17:24:26,0.5879,32076
2025-07-05 17:24:27,0.4771,32264
2025-07-05 17:24:28,0.697,32460
2025-07-05 17:24:29,0.5649,32651
2025-07-05 17:24:30,0.701,32834
2025-07-05 17:24:31,0.6083,33023
2025-07-05 17:24:32,0.7182,33210
2025-07-05 17:24:33,0.5456,33404
2025-07-05 17:24:34,0.529,33591
2025-07-05 17:24:35,0.5986,33788
2025-07-05 17:24:36,0.6007,33977
2025-07-05 17:24:37,0.5571,34167
2025-07-05 17:24:38,0.4743,34354
2025-07-05 17:24:39,0.4896,34552
2025-07-05 17:24:40,0.6391,34748
2025-07-05 17:24:41,0.6582,34948
2025-07-05 17:24:42,0.6579,35143
2025-07-05 17:24:43,0.6915,35342
2025-07-05 17:24:44,0.5054,35536
2025-07-05 17:24:45,0.5349,35735
2025-07-05 17:24:46,0.5539,35927
2025-07-05 17:24:47,0.5596,36124
2025-07-05 17:24:48,0.3851,36312
2025-07-05 17:24:49,0.5242,36504
2025-07-05 17:24:50,0.6862,36706
2025-07-05 17:24:51,0.7576,36903
2025-07-05 17:24:52,0.5817,37093
2025-07-05 17:24:53,0.5358,37281
2025-07-05 17:24:54,0.4419,37445
2025-07-05 17:24:55,0.6135,37634
2025-07-05 17:24:56,0.4341,37811
2025-07-05 17:24:57,0.4995,37998
2025-07-05 17:24:58,0.6025,38194
