Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,SEN5,TCPU,x86_pk,SEN2,SEN4,INT340,TCPU_P,acpitz,SEN3,CPU,Freq
15:22:24,11.8,0.0,13.4,73.6,1.3,4,10063,11898,23.99,39.05,44.05,61.00,36.05,37.05,20.00,61.00,44.00,38.05,1.39,GHz
15:22:25,49.6,0.8,34.8,14.4,0.5,40,506006,60958,40.27,39.05,63.05,51.00,36.05,37.05,20.00,51.00,63.00,38.05,2.55,GHz
15:22:26,47.8,0.1,51.9,0.2,0.0,100,209284,54233,51.45,39.05,50.05,49.00,36.05,37.05,20.00,49.00,50.00,38.05,2.62,GHz
15:22:27,56.2,0.2,43.1,0.4,0.1,131,451085,93663,51.45,39.05,50.05,51.00,36.05,37.05,20.00,50.00,50.00,38.05,2.65,GHz
15:22:28,49.3,0.4,22.8,27.1,0.3,32,535568,113240,62.17,39.05,50.05,53.00,36.05,37.05,20.00,53.00,50.00,38.05,3.04,GHz
15:22:29,43.1,0.0,24.0,32.7,0.2,4,697133,145607,61.19,39.05,51.05,53.00,37.05,37.05,20.00,53.00,51.00,38.05,2.21,GHz
15:22:30,22.4,0.1,9.0,68.3,0.2,4,204927,55673,56.55,39.05,51.05,51.00,37.05,37.05,20.00,52.00,51.00,38.05,2.20,GHz
15:22:31,42.9,0.1,26.4,30.5,0.1,3,616707,81635,53.65,39.05,52.05,51.00,37.05,37.05,20.00,51.00,52.00,38.05,3.05,GHz
15:22:32,48.4,0.1,17.3,33.8,0.3,14,485184,74941,67.88,39.05,50.05,48.00,37.05,37.05,20.00,48.00,50.00,38.05,2.58,GHz
15:22:33,34.0,0.0,10.8,54.7,0.5,5,425731,48242,67.77,39.05,49.05,46.00,38.05,37.05,20.00,46.00,49.00,38.05,1.98,GHz
15:22:34,33.5,0.1,10.8,55.3,0.4,9,431918,47648,60.33,39.05,47.05,46.00,38.05,37.05,20.00,46.00,47.00,38.05,2.52,GHz
15:22:35,33.8,0.0,10.3,55.4,0.4,4,429027,47003,60.26,39.05,47.05,48.00,38.05,38.05,20.00,48.00,47.00,38.05,2.68,GHz
15:22:36,39.2,0.1,11.5,48.8,0.5,6,430383,50733,59.69,39.05,47.05,47.00,38.05,38.05,20.00,47.00,47.00,38.05,2.28,GHz
15:22:37,35.1,0.1,10.5,54.0,0.3,5,428311,47624,60.20,40.05,48.05,46.00,38.05,38.05,20.00,46.00,48.00,38.05,2.36,GHz
15:22:38,35.4,0.0,10.8,53.7,0.1,21,440160,47777,60.09,40.05,48.05,48.00,39.05,38.05,20.00,48.00,48.00,38.05,3.05,GHz
