Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,SEN5,TCPU,x86_pk,SEN2,SEN4,INT340,TCPU_P,acpitz,SEN3,CPU,Freq
09:55:17,14.4,0.0,14.8,67.8,2.9,2,32948,18134,47.99,41.05,67.05,49.00,37.05,38.05,20.00,51.00,67.00,41.05,2.21,GHz
09:55:18,10.7,0.0,3.8,82.6,2.9,3,71833,20319,38.28,41.05,46.05,55.00,37.05,38.05,20.00,55.00,46.00,41.05,1.42,GHz
09:55:19,8.2,0.0,11.4,79.0,1.5,4,100744,33994,42.27,41.05,50.05,51.00,37.05,38.05,20.00,51.00,50.00,41.05,1.89,GHz
09:55:20,3.7,0.0,3.8,91.3,1.3,1,88364,40786,45.66,41.05,46.05,42.00,37.05,38.05,20.00,42.00,46.00,41.05,2.30,GHz
09:55:21,10.2,0.0,9.4,79.1,1.3,4,54425,32049,44.64,41.05,45.05,46.00,38.05,38.05,20.00,46.00,45.00,41.05,2.54,GHz
09:55:22,8.5,0.0,7.6,82.2,1.6,2,114802,30635,42.95,41.05,50.05,53.00,38.05,38.05,20.00,53.00,50.00,41.05,1.63,GHz
09:55:23,6.3,0.0,1.3,91.6,0.8,2,44296,25206,44.58,41.05,61.05,49.00,38.05,38.05,20.00,49.00,61.00,41.05,1.73,GHz
09:55:24,5.8,0.0,1.7,91.2,1.3,1,75470,30357,43.51,41.05,48.05,43.00,38.05,38.05,20.00,44.00,48.00,41.05,0.98,GHz
09:55:25,3.2,0.0,1.3,94.6,0.9,6,49538,25132,36.07,41.05,43.05,51.00,38.05,38.05,20.00,51.00,43.00,41.05,2.06,GHz
09:55:26,4.0,0.0,1.1,94.3,0.6,3,55047,24471,37.31,41.05,44.05,46.00,38.05,39.05,20.00,46.00,44.00,41.05,2.75,GHz
09:55:27,7.1,0.0,1.4,89.9,1.5,2,57109,28030,44.57,41.05,51.05,61.00,38.05,39.05,20.00,61.00,51.00,41.05,1.08,GHz
09:55:28,8.5,0.1,2.9,87.2,1.3,3,71280,31715,43.76,41.05,49.05,44.00,39.05,39.05,20.00,44.00,49.00,41.05,1.89,GHz
09:55:29,36.1,0.8,10.7,50.8,1.6,18,165845,45186,49.61,41.05,51.05,48.00,39.05,39.05,20.00,49.00,51.00,41.05,2.23,GHz
09:55:30,75.5,0.0,14.5,9.2,0.8,19,308096,36526,57.95,41.05,53.05,53.00,39.05,39.05,20.00,53.00,53.00,41.05,2.59,GHz
09:55:31,62.9,0.0,11.1,25.3,0.7,20,70928,78352,57.95,41.05,52.05,56.00,39.05,39.05,20.00,55.00,52.00,41.05,3.05,GHz
09:55:32,82.4,0.0,16.7,0.8,0.1,17,46927,35692,54.27,41.05,53.05,49.00,39.05,39.05,20.00,49.00,53.00,41.05,2.16,GHz
09:55:33,25.3,0.0,6.0,68.1,0.6,3,57318,31634,38.70,42.05,46.05,47.00,40.05,39.05,20.00,47.00,46.00,41.05,1.18,GHz
09:55:34,4.7,0.0,1.9,93.0,0.4,3,59791,29878,38.61,42.05,45.05,45.00,40.05,39.05,20.00,45.00,45.00,41.05,2.01,GHz
09:55:35,7.7,0.0,2.9,88.6,0.8,8,61539,30559,40.82,42.05,48.05,48.00,40.05,39.05,20.00,48.00,48.00,41.05,2.03,GHz
